,neighbourhood_group,room_type,price,property_type,accommodates,bedrooms,bathrooms
9822,Brooklyn,Private room,50,Private Room,2,1.0,1.0
9823,Brooklyn,Shared room,34,Shared Room,2,1.0,1.0
9825,Bronx,Private room,75,Private Room,2,1.0,1.0
9826,Queens,Entire home/apt,298,Entire Unit,6,3.0,2.0
9827,Queens,Entire home/apt,150,Entire Unit,6,2.0,1.0
9829,Queens,Entire home/apt,150,Entire Unit,4,1.0,1.0
9830,Brooklyn,Entire home/apt,100,Entire Unit,2,1.0,1.0
9831,Manhattan,Entire home/apt,150,Entire Unit,2,1.0,1.0
9833,Manhattan,Private room,45,Private Room,2,1.0,1.0
9836,Brooklyn,Private room,100,Private Room,2,1.0,1.0
9837,Brooklyn,Entire home/apt,215,Entire Unit,4,1.0,1.0
9839,Brooklyn,Entire home/apt,100,Entire Unit,3,1.0,1.0
9841,Manhattan,Private room,175,Private Room,2,1.0,1.0
9842,Brooklyn,Private room,90,Private Room,2,1.0,1.0
9844,Queens,Entire home/apt,150,Entire Unit,6,3.0,2.0
9850,Manhattan,Private room,110,Private Room,1,1.0,1.0
9851,Brooklyn,Private room,55,Private Room,1,1.0,1.0
9856,Bronx,Entire home/apt,100,Entire Unit,2,0.0,1.0
9857,Queens,Private room,125,Private Room,2,1.0,1.5
9859,Bronx,Private room,39,Private Room,1,1.0,1.5
9861,Brooklyn,Entire home/apt,175,Entire Unit,5,2.0,1.5
9862,Queens,Entire home/apt,142,Entire Unit,2,1.0,1.0
9865,Manhattan,Private room,125,Private Room,2,1.0,1.0
9866,Staten Island,Private room,34,Private Room,1,1.0,1.0
9868,Manhattan,Entire home/apt,170,Entire Unit,1,0.0,1.0
9869,Manhattan,Entire home/apt,175,Entire Unit,4,1.0,1.0
9872,Brooklyn,Private room,60,Private Room,2,1.0,1.0
9874,Brooklyn,Entire home/apt,70,Entire Unit,2,0.0,1.0
9877,Queens,Private room,70,Private Room,1,1.0,1.0
9882,Manhattan,Entire home/apt,65,Entire Unit,2,0.0,1.0
9883,Brooklyn,Private room,90,Private Room,2,1.0,1.0
9886,Brooklyn,Entire home/apt,100,Entire Unit,3,0.0,1.0
9889,Manhattan,Entire home/apt,100,Entire Unit,1,0.0,1.0
9893,Brooklyn,Entire home/apt,290,Entire Unit,6,2.0,1.0
9894,Manhattan,Entire home/apt,159,Entire Unit,3,0.0,1.0
9898,Manhattan,Private room,60,Private Room,2,1.0,1.0
9899,Manhattan,Entire home/apt,200,Entire Unit,4,2.0,1.0
9901,Bronx,Private room,50,Private Room,1,1.0,1.0
9903,Queens,Private room,60,Private Room,1,1.0,1.0
9904,Brooklyn,Private room,40,Private Room,2,1.0,1.5
9906,Queens,Entire home/apt,108,Entire Unit,4,0.0,1.0
9907,Brooklyn,Entire home/apt,146,Entire Unit,4,1.0,1.0
9909,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
9911,Manhattan,Private room,46,Private Room,1,1.0,1.0
9912,Brooklyn,Private room,65,Private Room,2,1.0,1.5
9913,Queens,Private room,48,Private Room,1,1.0,1.0
9916,Manhattan,Private room,45,Private Room,1,1.0,1.0
9919,Brooklyn,Private room,42,Private Room,2,1.0,1.0
9922,Brooklyn,Entire home/apt,167,Entire Unit,4,2.0,1.0
9924,Manhattan,Entire home/apt,100,Entire Unit,3,1.0,1.0
9928,Manhattan,Entire home/apt,155,Entire Unit,2,0.0,1.0
9932,Queens,Entire home/apt,140,Entire Unit,6,3.0,1.5
9934,Brooklyn,Entire home/apt,127,Entire Unit,6,2.0,1.0
9941,Brooklyn,Entire home/apt,100,Entire Unit,4,1.0,1.0
9942,Queens,Private room,70,Private Room,2,1.0,1.0
9945,Queens,Shared room,37,Shared Room,1,1.0,1.0
9946,Manhattan,Private room,72,Private Room,2,1.0,1.0
9951,Brooklyn,Entire home/apt,100,Entire Unit,3,1.0,1.0
9952,Brooklyn,Entire home/apt,99,Entire Unit,6,2.0,1.0
9954,Manhattan,Private room,135,Private Room,1,1.0,1.0
9955,Brooklyn,Entire home/apt,103,Entire Unit,4,3.0,1.0
9957,Manhattan,Private room,60,Private Room,1,1.0,1.0
9961,Queens,Private room,48,Private Room,2,1.0,1.0
9962,Brooklyn,Private room,90,Private Room,2,1.0,1.0
9964,Manhattan,Entire home/apt,325,Entire Unit,6,2.0,1.0
9969,Brooklyn,Private room,95,Private Room,2,1.0,1.0
9971,Bronx,Private room,80,Private Room,2,1.0,1.0
9974,Queens,Entire home/apt,150,Entire Unit,4,1.0,1.0
9978,Brooklyn,Private room,42,Private Room,2,1.0,1.0
9979,Brooklyn,Entire home/apt,150,Entire Unit,2,0.0,1.0
9980,Brooklyn,Private room,75,Private Room,2,1.0,1.0
9981,Brooklyn,Entire home/apt,200,Entire Unit,4,2.0,1.0
9985,Brooklyn,Entire home/apt,120,Entire Unit,2,1.0,1.0
9987,Manhattan,Private room,99,Private Room,2,1.0,1.0
9988,Brooklyn,Private room,42,Private Room,2,1.0,1.0
9992,Manhattan,Entire home/apt,199,Entire Unit,2,1.0,1.0
9993,Manhattan,Entire home/apt,320,Entire Unit,7,3.0,1.0
9998,Brooklyn,Entire home/apt,95,Entire Unit,2,0.0,1.0
10001,Queens,Private room,59,Private Room,2,1.0,2.0
10002,Queens,Private room,60,Private Room,2,1.0,2.0
10005,Brooklyn,Private room,65,Private Room,2,1.0,1.0
10006,Brooklyn,Entire home/apt,85,Entire Unit,2,0.0,1.0
10008,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
10009,Brooklyn,Entire home/apt,250,Entire Unit,6,2.0,1.0
10010,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
10012,Queens,Private room,105,Private Room,1,1.0,1.0
10013,Brooklyn,Entire home/apt,175,Entire Unit,2,1.0,1.0
10015,Brooklyn,Entire home/apt,149,Entire Unit,3,1.0,1.0
10018,Manhattan,Private room,65,Private Room,2,1.0,2.0
10021,Brooklyn,Private room,40,Private Room,2,1.0,1.0
10022,Brooklyn,Private room,40,Private Room,2,1.0,1.0
10024,Brooklyn,Entire home/apt,298,Entire Unit,7,3.0,1.5
10028,Brooklyn,Entire home/apt,100,Entire Unit,3,1.0,1.0
10029,Brooklyn,Private room,50,Private Room,1,1.0,1.0
10031,Bronx,Shared room,26,Shared Room,1,1.0,1.0
10032,Brooklyn,Entire home/apt,130,Entire Unit,4,1.0,1.0
10036,Manhattan,Entire home/apt,239,Entire Unit,2,1.0,1.0
10037,Manhattan,Private room,44,Private Room,1,1.0,2.0
10038,Manhattan,Private room,100,Entire Unit,3,1.0,1.0
10039,Manhattan,Private room,46,Private Room,1,1.0,2.0
10040,Manhattan,Private room,41,Private Room,1,1.0,2.0
10041,Brooklyn,Private room,35,Private Room,2,1.0,1.0
10042,Brooklyn,Entire home/apt,114,Entire Unit,4,1.0,1.0
10043,Queens,Private room,57,Private Room,2,1.0,1.0
10044,Brooklyn,Private room,40,Private Room,1,0.0,1.0
10045,Manhattan,Entire home/apt,137,Entire Unit,2,1.0,1.0
10046,Brooklyn,Private room,80,Private Room,1,1.0,1.0
10049,Brooklyn,Entire home/apt,200,Entire Unit,6,2.0,2.0
10052,Manhattan,Private room,51,Private Room,1,1.0,2.0
10053,Manhattan,Private room,130,Entire Unit,1,1.0,1.0
10057,Bronx,Private room,29,Private Room,1,0.0,1.5
10059,Brooklyn,Entire home/apt,152,Entire Unit,4,1.0,1.0
10060,Brooklyn,Entire home/apt,135,Entire Unit,3,2.0,1.0
10061,Queens,Shared room,37,Shared Room,1,1.0,1.0
10063,Brooklyn,Entire home/apt,200,Entire Unit,4,1.0,1.0
10064,Manhattan,Entire home/apt,230,Entire Unit,5,2.0,1.0
10071,Brooklyn,Private room,89,Private Room,2,1.0,1.0
10074,Brooklyn,Private room,75,Private Room,2,1.0,1.0
10077,Brooklyn,Entire home/apt,158,Entire Unit,4,1.0,1.0
10084,Brooklyn,Entire home/apt,80,Entire Unit,3,2.0,1.0
10087,Queens,Private room,80,Private Room,1,1.0,1.0
10089,Brooklyn,Entire home/apt,99,Entire Unit,5,1.0,1.0
10093,Brooklyn,Entire home/apt,95,Entire Unit,2,1.0,1.0
10094,Brooklyn,Private room,38,Private Room,1,1.0,1.0
10096,Queens,Private room,50,Private Room,2,1.0,1.0
10097,Brooklyn,Private room,50,Entire Unit,2,2.0,1.0
10098,Queens,Shared room,60,Shared Room,2,1.0,1.0
10101,Manhattan,Private room,120,Private Room,3,1.0,1.0
10102,Bronx,Private room,40,Private Room,2,1.0,1.0
10104,Brooklyn,Private room,89,Private Room,2,0.0,1.0
10107,Queens,Entire home/apt,130,Entire Unit,6,2.0,1.5
10108,Brooklyn,Private room,69,Private Room,1,1.0,1.0
10111,Bronx,Private room,35,Private Room,2,1.0,1.0
10112,Manhattan,Private room,69,Entire Unit,3,1.0,1.0
10113,Queens,Private room,60,Private Room,2,1.0,1.0
10116,Manhattan,Private room,63,Private Room,2,1.0,1.0
10119,Manhattan,Private room,154,Private Room,4,1.0,1.0
10121,Brooklyn,Private room,50,Private Room,2,0.0,1.0
10123,Bronx,Private room,45,Private Room,2,1.0,1.0
10124,Brooklyn,Entire home/apt,115,Entire Unit,2,1.0,1.0
10125,Brooklyn,Shared room,225,Shared Room,1,1.0,1.0
10127,Queens,Private room,40,Private Room,2,1.0,1.0
10130,Manhattan,Private room,105,Private Room,1,1.0,1.0
10133,Brooklyn,Entire home/apt,170,Entire Unit,2,1.0,1.0
10135,Queens,Entire home/apt,50,Entire Unit,2,1.0,1.0
10137,Manhattan,Entire home/apt,222,Entire Unit,3,1.0,1.0
10138,Manhattan,Entire home/apt,175,Entire Unit,3,1.0,1.0
10139,Queens,Private room,70,Private Room,2,1.0,1.0
10143,Brooklyn,Entire home/apt,120,Entire Unit,6,1.0,1.0
10145,Manhattan,Entire home/apt,80,Entire Unit,1,0.0,1.0
10147,Queens,Private room,62,Private Room,2,1.0,2.0
10151,Brooklyn,Entire home/apt,75,Entire Unit,3,1.0,1.0
10152,Queens,Entire home/apt,99,Entire Unit,6,2.0,1.0
10153,Brooklyn,Private room,80,Private Room,1,1.0,1.0
10154,Bronx,Private room,45,Private Room,2,1.0,1.0
10158,Brooklyn,Private room,150,Private Room,2,1.0,1.0
10166,Manhattan,Private room,120,Private Room,2,1.0,1.0
10168,Queens,Private room,45,Private Room,2,1.0,1.0
10170,Brooklyn,Entire home/apt,225,Entire Unit,7,2.0,1.0
10172,Queens,Entire home/apt,105,Entire Unit,4,1.0,1.0
10175,Brooklyn,Private room,55,Private Room,2,1.0,1.0
10176,Manhattan,Private room,60,Private Room,2,1.0,1.0
10179,Brooklyn,Private room,55,Private Room,2,1.0,1.5
10183,Manhattan,Private room,95,Private Room,2,1.0,1.0
10187,Brooklyn,Entire home/apt,90,Entire Unit,4,1.0,1.0
10188,Manhattan,Private room,120,Private Room,2,1.0,0.0
10190,Queens,Entire home/apt,80,Entire Unit,3,1.0,1.0
10192,Manhattan,Private room,110,Private Room,1,1.0,1.0
10193,Manhattan,Entire home/apt,150,Entire Unit,3,1.0,1.0
10195,Brooklyn,Entire home/apt,150,Entire Unit,5,0.0,1.0
10196,Queens,Shared room,45,Shared Room,1,1.0,1.0
10197,Brooklyn,Private room,63,Private Room,2,1.0,1.5
10198,Manhattan,Private room,70,Private Room,1,1.0,1.0
10199,Brooklyn,Entire home/apt,170,Entire Unit,6,2.0,1.0
10202,Bronx,Entire home/apt,70,Entire Unit,3,1.0,1.0
10204,Brooklyn,Entire home/apt,120,Entire Unit,5,2.0,1.0
10211,Brooklyn,Entire home/apt,125,Entire Unit,2,1.0,1.0
10215,Brooklyn,Entire home/apt,300,Entire Unit,5,3.0,2.0
10217,Manhattan,Entire home/apt,185,Entire Unit,2,1.0,1.0
10220,Brooklyn,Private room,50,Private Room,1,1.0,1.0
10221,Queens,Shared room,45,Shared Room,1,1.0,1.0
10224,Bronx,Private room,70,Private Room,2,1.0,1.5
10225,Manhattan,Private room,85,Private Room,1,1.0,1.0
10229,Queens,Private room,85,Private Room,2,1.0,1.0
10231,Queens,Entire home/apt,100,Entire Unit,4,1.0,1.0
10234,Queens,Entire home/apt,60,Entire Unit,2,1.0,1.0
10236,Brooklyn,Entire home/apt,110,Entire Unit,2,1.0,1.0
10237,Bronx,Entire home/apt,69,Entire Unit,2,1.0,1.0
10239,Manhattan,Entire home/apt,200,Entire Unit,2,0.0,1.0
10241,Queens,Private room,65,Private Room,2,1.0,1.0
10243,Brooklyn,Entire home/apt,295,Entire Unit,6,2.0,1.0
10248,Brooklyn,Private room,40,Private Room,2,1.0,1.0
10257,Brooklyn,Entire home/apt,34,Entire Unit,2,0.0,1.0
10262,Queens,Entire home/apt,250,Entire Unit,4,2.0,1.0
10263,Queens,Private room,80,Private Room,2,1.0,1.0
10266,Brooklyn,Private room,35,Private Room,1,1.0,1.0
10267,Brooklyn,Private room,45,Private Room,1,1.0,1.0
10268,Queens,Private room,35,Private Room,1,1.0,1.0
10281,Brooklyn,Entire home/apt,275,Entire Unit,2,1.0,1.0
10282,Staten Island,Private room,70,Private Room,1,1.0,1.0
10283,Brooklyn,Entire home/apt,105,Entire Unit,3,1.0,1.0
10286,Bronx,Private room,50,Private Room,1,1.0,1.0
10288,Manhattan,Entire home/apt,130,Entire Unit,1,0.0,1.0
10290,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
10291,Brooklyn,Private room,49,Private Room,2,1.0,1.0
10294,Manhattan,Entire home/apt,200,Entire Unit,3,1.0,1.0
10296,Brooklyn,Private room,65,Private Room,2,1.0,1.0
10302,Brooklyn,Entire home/apt,74,Entire Unit,2,1.0,1.0
10304,Brooklyn,Private room,48,Private Room,1,1.0,1.0
10306,Queens,Entire home/apt,90,Entire Unit,3,2.0,1.0
10307,Brooklyn,Entire home/apt,130,Entire Unit,3,1.0,1.0
10314,Manhattan,Private room,65,Private Room,2,1.0,1.0
10315,Manhattan,Entire home/apt,270,Entire Unit,2,0.0,1.0
10316,Brooklyn,Private room,35,Private Room,1,1.0,1.0
10319,Brooklyn,Entire home/apt,182,Entire Unit,4,1.0,1.0
10324,Brooklyn,Private room,100,Private Room,3,1.0,1.0
10325,Brooklyn,Entire home/apt,130,Entire Unit,3,0.0,1.0
10328,Brooklyn,Private room,60,Private Room,1,1.0,1.0
10332,Queens,Private room,125,Private Room,1,1.0,1.0
10333,Manhattan,Shared room,49,Shared Room,1,1.0,1.0
10334,Manhattan,Shared room,49,Shared Room,1,1.0,1.0
10336,Brooklyn,Private room,50,Private Room,4,2.0,2.0
10337,Brooklyn,Private room,60,Private Room,7,1.0,1.5
10338,Manhattan,Private room,110,Private Room,2,1.0,2.0
10343,Brooklyn,Entire home/apt,129,Entire Unit,5,2.0,1.0
10344,Brooklyn,Private room,40,Private Room,2,1.0,1.0
10345,Brooklyn,Private room,40,Private Room,2,1.0,1.0
10347,Queens,Entire home/apt,80,Entire Unit,2,1.0,1.0
10351,Manhattan,Entire home/apt,104,Entire Unit,3,2.0,1.0
10352,Manhattan,Entire home/apt,225,Entire Unit,2,0.0,1.0
10353,Brooklyn,Entire home/apt,114,Entire Unit,2,1.0,1.0
10356,Brooklyn,Entire home/apt,159,Entire Unit,6,3.0,1.0
10358,Brooklyn,Entire home/apt,129,Entire Unit,2,0.0,1.0
10360,Manhattan,Entire home/apt,90,Entire Unit,2,0.0,1.0
10361,Queens,Private room,49,Private Room,2,1.0,2.0
10363,Manhattan,Private room,55,Private Room,2,1.0,1.0
10364,Brooklyn,Entire home/apt,175,Tiny home,2,0.0,1.0
10366,Brooklyn,Private room,35,Private Room,2,1.0,1.0
10367,Queens,Private room,55,Private Room,2,1.0,1.0
10368,Queens,Private room,79,Private Room,2,1.0,1.0
10369,Brooklyn,Private room,30,Private Room,1,1.0,1.0
10370,Manhattan,Entire home/apt,133,Entire Unit,2,1.0,1.0
10371,Manhattan,Private room,100,Private Room,2,1.0,2.0
10374,Brooklyn,Entire home/apt,135,Entire Unit,2,1.0,1.0
10376,Manhattan,Entire home/apt,250,Entire Unit,4,1.0,1.0
10377,Brooklyn,Private room,48,Private Room,2,1.0,1.0
10378,Manhattan,Private room,85,Private Room,2,0.0,1.5
10379,Brooklyn,Entire home/apt,125,Entire Unit,2,0.0,1.0
10384,Brooklyn,Private room,62,Private Room,2,1.0,1.0
10385,Queens,Private room,45,Private Room,1,1.0,1.0
10386,Manhattan,Entire home/apt,100,Entire Unit,2,0.0,1.0
10388,Manhattan,Entire home/apt,145,Entire Unit,2,0.0,1.0
10390,Manhattan,Entire home/apt,99,Entire Unit,3,0.0,1.5
10391,Bronx,Private room,55,Private Room,1,1.0,1.0
10392,Manhattan,Entire home/apt,125,Entire Unit,2,0.0,1.0
10396,Manhattan,Private room,88,Private Room,3,1.0,1.0
10398,Brooklyn,Entire home/apt,90,Entire Unit,4,1.0,1.0
10400,Brooklyn,Private room,95,Private Room,2,1.0,1.0
10401,Brooklyn,Entire home/apt,250,Entire Unit,4,1.0,1.0
10402,Manhattan,Private room,70,Private Room,1,1.0,1.0
10403,Manhattan,Private room,65,Private Room,2,1.0,1.0
10405,Bronx,Private room,40,Private Room,2,1.0,1.0
10408,Manhattan,Entire home/apt,245,Entire Unit,5,2.0,1.0
10409,Brooklyn,Entire home/apt,80,Entire Unit,2,1.0,1.0
10410,Brooklyn,Private room,110,Private Room,2,1.0,1.0
10411,Queens,Private room,55,Private Room,1,1.0,1.0
10414,Brooklyn,Private room,50,Private Room,1,1.0,1.0
10415,Queens,Private room,49,Private Room,1,1.0,2.0
10417,Manhattan,Entire home/apt,300,Entire Unit,4,0.0,1.0
10418,Queens,Entire home/apt,95,Entire Unit,4,0.0,1.0
10419,Manhattan,Entire home/apt,150,Entire Unit,3,1.0,1.0
10421,Brooklyn,Private room,70,Private Room,2,1.0,2.0
10422,Bronx,Private room,60,Private Room,2,1.0,1.0
10423,Bronx,Private room,35,Private Room,2,1.0,1.0
10425,Brooklyn,Private room,65,Private Room,2,1.0,2.0
10426,Queens,Entire home/apt,111,Entire Unit,3,1.0,1.0
10427,Queens,Entire home/apt,95,Entire Unit,3,1.0,1.0
10429,Brooklyn,Private room,55,Private Room,1,1.0,1.0
10430,Manhattan,Private room,50,Private Room,2,1.0,1.0
10431,Manhattan,Entire home/apt,308,Entire Unit,2,1.0,1.0
10434,Brooklyn,Entire home/apt,125,Entire Unit,3,1.0,1.0
10435,Manhattan,Entire home/apt,175,Entire Unit,3,1.0,1.0
10437,Brooklyn,Entire home/apt,137,Entire Unit,5,1.0,1.0
10438,Queens,Private room,45,Private Room,1,1.0,1.0
10439,Brooklyn,Private room,60,Private Room,1,1.0,1.0
10441,Brooklyn,Private room,59,Private Room,2,1.0,1.0
10443,Queens,Private room,78,Private Room,1,1.0,1.0
10444,Manhattan,Entire home/apt,161,Entire Unit,4,2.0,1.0
10447,Manhattan,Entire home/apt,125,Entire Unit,2,1.0,1.0
10448,Manhattan,Entire home/apt,125,Entire Unit,3,1.0,1.0
10456,Bronx,Entire home/apt,79,Tiny home,2,1.0,1.0
10457,Manhattan,Entire home/apt,260,Entire Unit,6,2.0,1.0
10459,Brooklyn,Entire home/apt,250,Entire Unit,4,2.0,1.0
10460,Brooklyn,Entire home/apt,225,Entire Unit,6,2.0,2.0
10461,Brooklyn,Private room,45,Private Room,2,1.0,1.0
10462,Brooklyn,Entire home/apt,165,Entire Unit,2,0.0,1.0
10464,Brooklyn,Private room,79,Private Room,2,1.0,2.0
10468,Queens,Private room,50,Private Room,2,1.0,1.0
10470,Brooklyn,Entire home/apt,150,Entire Unit,2,1.0,1.0
10476,Queens,Private room,47,Private Room,1,1.0,1.0
10477,Manhattan,Private room,134,Entire Unit,1,0.0,1.0
10479,Manhattan,Private room,85,Private Room,1,1.0,1.0
10480,Brooklyn,Entire home/apt,169,Entire Unit,5,1.0,1.0
10481,Brooklyn,Entire home/apt,200,Entire Unit,4,1.0,1.0
10483,Queens,Entire home/apt,90,Entire Unit,2,0.0,1.0
10484,Queens,Entire home/apt,99,Entire Unit,4,0.0,1.0
10485,Brooklyn,Entire home/apt,120,Tiny home,4,0.0,1.0
10487,Manhattan,Entire home/apt,199,Entire Unit,3,1.0,1.0
10490,Brooklyn,Private room,75,Private Room,2,1.0,1.0
10492,Brooklyn,Private room,59,Private Room,2,1.0,2.0
10493,Queens,Entire home/apt,99,Entire Unit,2,0.0,1.0
10494,Brooklyn,Private room,79,Private Room,2,1.0,2.0
10495,Brooklyn,Private room,79,Private Room,2,1.0,2.0
10496,Brooklyn,Private room,54,Private Room,1,0.0,2.0
10498,Brooklyn,Entire home/apt,300,Entire Unit,2,1.0,1.0
10501,Brooklyn,Private room,60,Private Room,2,1.0,1.0
10502,Queens,Private room,59,Private Room,6,3.0,1.0
10503,Brooklyn,Entire home/apt,225,Entire Unit,3,1.0,1.0
10506,Manhattan,Entire home/apt,245,Entire Unit,2,1.0,1.0
10508,Brooklyn,Private room,80,Private Room,2,1.0,2.0
10515,Brooklyn,Private room,50,Private Room,2,1.0,1.0
10516,Queens,Entire home/apt,130,Entire Unit,5,2.0,1.0
10517,Brooklyn,Private room,70,Private Room,1,1.0,1.0
10518,Manhattan,Private room,250,Private Room,2,1.0,1.0
10519,Brooklyn,Entire home/apt,100,Entire Unit,2,1.0,1.0
10522,Brooklyn,Private room,58,Private Room,4,1.0,1.5
10525,Brooklyn,Private room,100,Private Room,2,1.0,1.5
10527,Bronx,Private room,42,Private Room,1,2.0,1.0
10528,Brooklyn,Private room,30,Private Room,1,1.0,1.0
10529,Queens,Private room,38,Private Room,1,1.0,1.0
10530,Queens,Entire home/apt,200,Entire Unit,6,3.0,1.0
10535,Manhattan,Entire home/apt,222,Room In,4,1.0,1.0
10536,Manhattan,Private room,65,Private Room,1,1.0,1.0
10538,Manhattan,Entire home/apt,185,Entire Unit,3,2.0,1.0
10539,Manhattan,Entire home/apt,150,Entire Unit,3,1.0,1.0
10540,Brooklyn,Entire home/apt,100,Entire Unit,5,2.0,1.0
10541,Bronx,Entire home/apt,40,Entire Unit,1,1.0,1.0
10542,Manhattan,Entire home/apt,80,Entire Unit,2,0.0,1.0
10543,Queens,Private room,100,Private Room,2,1.0,1.0
10545,Manhattan,Entire home/apt,225,Entire Unit,2,1.0,1.0
10547,Brooklyn,Entire home/apt,125,Entire Unit,3,0.0,1.0
10549,Manhattan,Private room,222,Room In,3,1.0,1.0
10550,Manhattan,Entire home/apt,175,Entire Unit,4,1.0,1.0
10551,Manhattan,Entire home/apt,175,Room In,4,1.0,1.0
10552,Manhattan,Entire home/apt,130,Room In,1,0.0,1.0
10556,Bronx,Entire home/apt,115,Entire Unit,2,1.0,1.0
10558,Queens,Entire home/apt,180,Entire Unit,6,3.0,1.0
10560,Queens,Entire home/apt,85,Entire Unit,4,1.0,1.0
10561,Queens,Entire home/apt,100,Entire Unit,6,1.0,1.0
10562,Queens,Entire home/apt,150,Entire Unit,2,1.0,1.0
10564,Manhattan,Entire home/apt,275,Entire Unit,4,2.0,3.0
10566,Brooklyn,Entire home/apt,105,Entire Unit,2,1.0,1.0
10567,Queens,Entire home/apt,148,Entire Unit,2,1.0,1.0
10569,Manhattan,Entire home/apt,159,Entire Unit,3,1.0,1.0
10572,Brooklyn,Entire home/apt,148,Entire Unit,6,3.0,2.0
10575,Manhattan,Entire home/apt,239,Entire Unit,4,2.0,1.0
10576,Manhattan,Private room,71,Private Room,2,1.0,1.0
10578,Manhattan,Entire home/apt,100,Private Room,2,1.0,1.0
10581,Brooklyn,Private room,75,Private Room,1,1.0,1.0
10582,Manhattan,Private room,85,Private Room,1,1.0,1.0
10583,Manhattan,Private room,70,Private Room,1,1.0,1.0
10585,Queens,Entire home/apt,150,Entire Unit,5,2.0,1.0
10587,Queens,Private room,35,Private Room,2,1.0,1.0
10590,Brooklyn,Private room,120,Private Room,1,1.0,1.0
10591,Manhattan,Private room,80,Private Room,1,1.0,1.0
10592,Manhattan,Entire home/apt,150,Room In,1,0.0,1.0
10593,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
10594,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
10595,Manhattan,Entire home/apt,195,Entire Unit,1,0.0,1.0
10597,Brooklyn,Entire home/apt,160,Entire Unit,3,1.0,1.0
10598,Brooklyn,Entire home/apt,190,Entire Unit,5,2.0,1.0
10599,Manhattan,Entire home/apt,125,Entire Unit,1,1.0,1.0
10603,Manhattan,Private room,55,Private Room,1,1.0,1.0
10605,Manhattan,Entire home/apt,175,Room In,4,1.0,1.0
10606,Manhattan,Entire home/apt,222,Room In,3,1.0,1.0
10607,Manhattan,Entire home/apt,175,Room In,4,1.0,1.0
10608,Manhattan,Entire home/apt,175,Room In,4,1.0,1.0
10611,Manhattan,Entire home/apt,125,Entire Unit,2,1.0,1.0
10614,Manhattan,Entire home/apt,108,Entire Unit,4,1.0,1.5
10617,Manhattan,Private room,85,Private Room,2,1.0,1.0
10620,Manhattan,Entire home/apt,96,Entire Unit,2,1.0,1.0
10624,Brooklyn,Private room,75,Private Room,2,1.0,1.0
10626,Queens,Private room,125,Private Room,2,1.0,1.0
10627,Brooklyn,Entire home/apt,220,Entire Unit,4,2.0,1.0
10635,Queens,Entire home/apt,135,Entire Unit,3,1.0,1.0
10640,Manhattan,Entire home/apt,83,Entire Unit,1,0.0,1.0
10641,Brooklyn,Entire home/apt,84,Entire Unit,4,1.0,1.0
10643,Queens,Entire home/apt,100,Entire Unit,3,1.0,1.0
10644,Brooklyn,Entire home/apt,130,Entire Unit,4,2.0,1.0
10646,Manhattan,Entire home/apt,100,Entire Unit,2,1.0,1.0
10647,Brooklyn,Entire home/apt,120,Entire Unit,4,1.0,1.0
10648,Brooklyn,Entire home/apt,100,Entire Unit,2,1.0,1.0
10649,Queens,Private room,40,Private Room,1,1.0,1.0
10650,Queens,Private room,43,Private Room,4,1.0,2.0
10653,Queens,Private room,35,Private Room,2,1.0,1.0
10654,Queens,Private room,68,Private Room,2,1.0,1.0
10655,Brooklyn,Private room,55,Private Room,2,1.0,1.0
10656,Manhattan,Private room,150,Private Room,2,1.0,1.0
10658,Brooklyn,Private room,60,Private Room,1,1.0,1.0
10660,Queens,Private room,180,Private Room,2,0.0,1.0
10663,Queens,Entire home/apt,65,Private Room,4,1.0,1.0
10664,Manhattan,Private room,80,Private Room,1,1.0,1.0
10665,Brooklyn,Entire home/apt,92,Entire Unit,2,1.0,1.0
10666,Brooklyn,Entire home/apt,95,Entire Unit,2,1.0,1.0
10667,Brooklyn,Entire home/apt,200,Entire Unit,5,2.0,1.0
