,neighbourhood_group,room_type,price,property_type,accommodates,bedrooms,bathrooms
8907,Bronx,Entire home/apt,89,Entire Unit,4,1.0,1.0
8908,Manhattan,Private room,85,Private Room,2,1.0,1.0
8910,Brooklyn,Entire home/apt,208,Entire Unit,2,1.0,1.0
8913,Manhattan,Private room,78,Private Room,2,1.0,2.0
8915,Queens,Private room,30,Private Room,2,1.0,1.0
8917,Brooklyn,Entire home/apt,185,Entire Unit,4,2.0,1.0
8923,Manhattan,Entire home/apt,110,Private Room,4,1.0,1.0
8925,Brooklyn,Private room,95,Private Room,1,1.0,1.0
8926,Brooklyn,Private room,43,Private Room,1,1.0,1.0
8927,Manhattan,Entire home/apt,195,Entire Unit,3,1.0,1.5
8929,Manhattan,Entire home/apt,190,Entire Unit,2,1.0,1.0
8930,Queens,Private room,50,Private Room,1,1.0,1.5
8931,Manhattan,Entire home/apt,300,Entire Unit,2,0.0,1.0
8932,Manhattan,Entire home/apt,140,Entire Unit,2,1.0,1.0
8933,Bronx,Private room,40,Private Room,2,1.0,1.0
8934,Brooklyn,Entire home/apt,100,Entire Unit,4,1.0,1.0
8935,Brooklyn,Private room,75,Private Room,2,1.0,1.5
8936,Staten Island,Entire home/apt,180,Entire Unit,6,3.0,2.0
8937,Brooklyn,Private room,49,Private Room,2,1.0,1.0
8938,Manhattan,Private room,58,Private Room,2,1.0,2.0
8939,Brooklyn,Entire home/apt,179,Entire Unit,7,3.0,2.0
8940,Queens,Entire home/apt,95,Entire Unit,2,1.0,1.0
8942,Manhattan,Entire home/apt,185,Entire Unit,2,1.0,1.0
8943,Brooklyn,Entire home/apt,160,Entire Unit,5,2.0,1.0
8945,Brooklyn,Private room,65,Private Room,2,1.0,1.0
8951,Manhattan,Entire home/apt,175,Entire Unit,5,1.0,1.0
8952,Brooklyn,Private room,78,Private Room,2,1.0,1.0
8953,Manhattan,Entire home/apt,250,Entire Unit,3,1.0,1.0
8955,Brooklyn,Entire home/apt,200,Entire Unit,2,1.0,1.5
8956,Brooklyn,Private room,40,Private Room,2,1.0,1.0
8957,Brooklyn,Entire home/apt,110,Entire Unit,4,0.0,1.0
8958,Queens,Entire home/apt,180,Entire Unit,6,3.0,1.0
8961,Bronx,Private room,75,Entire Unit,4,1.0,1.0
8963,Brooklyn,Entire home/apt,120,Entire Unit,2,0.0,1.0
8965,Brooklyn,Private room,99,Private Room,2,1.0,1.0
8966,Manhattan,Entire home/apt,325,Entire Unit,2,1.0,1.0
8967,Manhattan,Entire home/apt,135,Entire Unit,4,2.0,1.0
8969,Queens,Private room,35,Private Room,2,1.0,1.0
8970,Brooklyn,Private room,54,Private Room,2,1.0,1.0
8971,Brooklyn,Entire home/apt,98,Entire Unit,3,1.0,1.0
8974,Manhattan,Private room,105,Private Room,2,1.0,1.0
8975,Manhattan,Entire home/apt,155,Entire Unit,4,2.0,1.0
8976,Brooklyn,Entire home/apt,80,Entire Unit,3,0.0,1.0
8977,Manhattan,Entire home/apt,184,Entire Unit,3,1.0,1.0
8979,Brooklyn,Entire home/apt,160,Entire Unit,2,1.0,1.0
8980,Manhattan,Private room,65,Private Room,1,1.0,1.0
8981,Brooklyn,Private room,70,Private Room,2,1.0,1.0
8982,Manhattan,Entire home/apt,198,Entire Unit,2,0.0,1.0
8983,Manhattan,Entire home/apt,135,Entire Unit,6,3.0,1.0
8985,Manhattan,Entire home/apt,200,Entire Unit,2,1.0,1.0
8992,Brooklyn,Entire home/apt,150,Entire Unit,4,2.0,1.0
8994,Brooklyn,Private room,45,Private Room,2,1.0,1.0
8997,Brooklyn,Entire home/apt,59,Entire Unit,3,0.0,1.0
8999,Manhattan,Shared room,35,Shared Room,2,1.0,1.0
9000,Manhattan,Entire home/apt,155,Entire Unit,6,2.0,1.0
9003,Brooklyn,Entire home/apt,150,Entire Unit,2,1.0,1.0
9004,Brooklyn,Private room,81,Entire Unit,3,2.0,1.0
9006,Manhattan,Entire home/apt,185,Entire Unit,7,3.0,2.0
9007,Queens,Private room,65,Private Room,2,1.0,1.5
9012,Queens,Entire home/apt,110,Entire Unit,2,2.0,1.0
9016,Manhattan,Entire home/apt,105,Shared Room,2,1.0,1.0
9017,Brooklyn,Private room,55,Entire Unit,2,2.0,1.0
9023,Brooklyn,Entire home/apt,109,Entire Unit,4,1.0,1.0
9024,Staten Island,Entire home/apt,180,Entire Unit,4,1.0,1.0
9025,Manhattan,Entire home/apt,130,Entire Unit,3,1.0,1.0
9027,Brooklyn,Private room,45,Private Room,2,1.0,1.0
9029,Manhattan,Entire home/apt,160,Entire Unit,2,1.0,1.0
9032,Manhattan,Entire home/apt,200,Entire Unit,4,2.0,2.0
9037,Manhattan,Private room,175,Private Room,2,1.0,1.0
9038,Brooklyn,Private room,59,Private Room,6,1.0,2.0
9040,Brooklyn,Private room,57,Private Room,6,1.0,2.0
9041,Queens,Private room,45,Private Room,1,1.0,1.0
9043,Queens,Entire home/apt,75,Entire Unit,2,1.0,1.0
9046,Brooklyn,Entire home/apt,165,Entire Unit,5,3.0,2.0
9047,Brooklyn,Entire home/apt,99,Entire Unit,3,1.0,1.0
9049,Manhattan,Entire home/apt,122,Entire Unit,1,0.0,1.0
9051,Brooklyn,Private room,80,Private Room,2,1.0,1.0
9052,Queens,Private room,75,Private Room,2,1.0,1.0
9055,Queens,Private room,55,Private Room,2,1.0,1.0
9058,Brooklyn,Entire home/apt,125,Entire Unit,2,0.0,1.0
9061,Manhattan,Entire home/apt,150,Entire Unit,4,1.0,1.0
9062,Queens,Entire home/apt,45,Entire Unit,1,1.0,1.0
9063,Queens,Private room,80,Private Room,2,1.0,1.0
9065,Brooklyn,Entire home/apt,190,Entire Unit,6,4.0,2.0
9066,Brooklyn,Private room,60,Private Room,1,1.0,1.0
9068,Queens,Entire home/apt,200,Entire Unit,5,2.0,1.0
9071,Manhattan,Entire home/apt,230,Entire Unit,3,1.0,1.0
9072,Queens,Private room,50,Private Room,1,1.0,1.0
9074,Manhattan,Private room,150,Private Room,2,1.0,1.0
9075,Brooklyn,Private room,90,Private Room,2,1.0,1.0
9076,Brooklyn,Private room,50,Private Room,1,1.0,1.5
9077,Staten Island,Entire home/apt,122,Entire Unit,7,2.0,1.0
9080,Brooklyn,Entire home/apt,161,Entire Unit,4,1.0,1.0
9081,Bronx,Private room,43,Private Room,1,1.0,1.0
9082,Manhattan,Entire home/apt,150,Entire Unit,1,1.0,1.0
9083,Manhattan,Entire home/apt,249,Entire Unit,2,1.0,1.0
9086,Queens,Private room,65,Entire Unit,2,1.0,1.0
9087,Brooklyn,Private room,83,Private Room,2,1.0,1.0
9088,Queens,Private room,55,Private Room,2,1.0,1.0
9089,Manhattan,Private room,89,Private Room,2,1.0,1.0
9091,Manhattan,Entire home/apt,325,Entire Unit,2,1.0,1.0
9092,Brooklyn,Private room,89,Private Room,2,1.0,1.0
9093,Brooklyn,Entire home/apt,210,Entire Unit,2,1.0,1.0
9094,Staten Island,Entire home/apt,75,Entire Unit,6,2.0,1.0
9096,Brooklyn,Private room,50,Private Room,2,1.0,1.0
9100,Manhattan,Private room,120,Private Room,2,1.0,1.0
9101,Queens,Private room,71,Private Room,2,1.0,1.0
9103,Brooklyn,Private room,100,Private Room,2,1.0,1.0
9105,Queens,Private room,51,Private Room,2,1.0,1.0
9106,Brooklyn,Private room,69,Private Room,2,1.0,2.0
9114,Bronx,Entire home/apt,99,Entire Unit,5,1.0,1.0
9115,Brooklyn,Private room,100,Private Room,2,1.0,1.5
9116,Manhattan,Private room,250,Private Room,2,2.0,1.0
9119,Bronx,Private room,47,Private Room,2,1.0,1.0
9122,Manhattan,Entire home/apt,110,Entire Unit,2,1.0,1.0
9123,Brooklyn,Private room,60,Private Room,4,1.0,1.0
9124,Brooklyn,Entire home/apt,110,Entire Unit,3,1.0,1.0
9125,Manhattan,Private room,75,Private Room,1,1.0,1.0
9126,Brooklyn,Entire home/apt,100,Entire Unit,3,2.0,1.0
9127,Bronx,Entire home/apt,105,Entire Unit,6,2.0,1.0
9129,Brooklyn,Private room,84,Private Room,2,0.0,1.0
9132,Queens,Private room,65,Private Room,2,1.0,1.0
9133,Bronx,Entire home/apt,150,Entire Unit,3,1.0,1.0
9136,Queens,Entire home/apt,90,Entire Unit,2,1.0,1.0
9138,Brooklyn,Entire home/apt,85,Entire Unit,2,1.0,1.0
9139,Queens,Private room,45,Private Room,1,1.0,1.0
9141,Manhattan,Entire home/apt,110,Entire Unit,1,1.0,1.0
9145,Brooklyn,Entire home/apt,150,Entire Unit,4,2.0,1.0
9151,Bronx,Private room,75,Private Room,2,1.0,1.0
9153,Bronx,Entire home/apt,145,Entire Unit,5,2.0,1.0
9154,Manhattan,Private room,57,Private Room,2,1.0,1.0
9157,Staten Island,Entire home/apt,70,Entire Unit,2,1.0,1.0
9162,Brooklyn,Entire home/apt,80,Entire Unit,3,0.0,1.0
9163,Brooklyn,Entire home/apt,151,Entire Unit,4,1.0,1.0
9166,Brooklyn,Entire home/apt,82,Entire Unit,4,1.0,1.0
9167,Brooklyn,Private room,40,Private Room,1,1.0,1.0
9168,Brooklyn,Private room,159,Private Room,2,1.0,1.0
9171,Brooklyn,Entire home/apt,250,Entire Unit,2,0.0,1.0
9173,Brooklyn,Private room,45,Private Room,2,1.0,1.0
9176,Manhattan,Private room,67,Private Room,2,1.0,1.0
9181,Manhattan,Private room,100,Private Room,2,1.0,1.0
9182,Queens,Private room,50,Private Room,2,1.0,1.0
9183,Queens,Entire home/apt,81,Entire Unit,2,1.0,1.0
9185,Brooklyn,Private room,80,Private Room,2,1.0,1.0
9186,Manhattan,Entire home/apt,175,Entire Unit,3,1.0,1.0
9187,Bronx,Private room,70,Private Room,1,1.0,1.0
9189,Brooklyn,Private room,57,Private Room,3,1.0,1.0
9190,Brooklyn,Entire home/apt,120,Entire Unit,2,1.0,1.0
9192,Manhattan,Private room,40,Private Room,2,1.0,1.0
9193,Manhattan,Private room,55,Private Room,2,1.0,1.0
9197,Manhattan,Entire home/apt,179,Entire Unit,2,0.0,1.0
9198,Brooklyn,Entire home/apt,200,Entire Unit,2,0.0,1.0
9200,Brooklyn,Private room,72,Private Room,2,1.0,2.0
9201,Brooklyn,Private room,125,Private Room,3,2.0,1.0
9202,Manhattan,Entire home/apt,105,Entire Unit,2,1.0,1.0
9203,Manhattan,Private room,79,Private Room,2,1.0,1.0
9204,Brooklyn,Entire home/apt,150,Entire Unit,4,2.0,2.0
9206,Brooklyn,Private room,169,Private Room,2,1.0,1.0
9208,Brooklyn,Entire home/apt,160,Entire Unit,2,1.0,2.0
9211,Manhattan,Entire home/apt,120,Entire Unit,1,0.0,1.0
9214,Manhattan,Shared room,31,Shared Room,1,1.0,1.0
9216,Manhattan,Entire home/apt,200,Entire Unit,5,2.0,1.0
9218,Brooklyn,Entire home/apt,90,Entire Unit,2,1.0,1.0
9221,Brooklyn,Entire home/apt,224,Entire Unit,5,2.0,1.0
9225,Bronx,Private room,75,Private Room,2,1.0,1.0
9228,Queens,Entire home/apt,65,Entire Unit,2,1.0,1.0
9230,Brooklyn,Entire home/apt,109,Entire Unit,4,1.0,1.0
9231,Queens,Entire home/apt,99,Entire Unit,2,0.0,1.0
9232,Brooklyn,Private room,75,Private Room,1,1.0,1.0
9233,Brooklyn,Entire home/apt,146,Entire Unit,2,1.0,1.0
9235,Manhattan,Entire home/apt,140,Entire Unit,4,1.0,1.0
9236,Brooklyn,Entire home/apt,185,Entire Unit,4,2.0,1.0
9238,Brooklyn,Entire home/apt,110,Entire Unit,2,1.0,1.0
9239,Brooklyn,Private room,165,Entire Unit,4,2.0,1.0
9244,Queens,Private room,50,Private Room,1,1.0,1.0
9245,Queens,Private room,40,Private Room,1,1.0,1.0
9247,Manhattan,Private room,179,Private Room,2,1.0,1.0
9250,Brooklyn,Entire home/apt,125,Entire Unit,5,1.0,1.0
9252,Manhattan,Entire home/apt,177,Entire Unit,4,1.0,1.0
9253,Manhattan,Private room,85,Private Room,1,1.0,1.0
9255,Manhattan,Entire home/apt,125,Entire Unit,2,0.0,1.0
9257,Brooklyn,Private room,79,Private Room,1,1.0,1.0
9259,Queens,Private room,72,Private Room,2,1.0,1.5
9263,Queens,Entire home/apt,79,Entire Unit,2,0.0,1.0
9268,Manhattan,Private room,250,Private Room,4,2.0,1.5
9270,Manhattan,Private room,65,Private Room,1,1.0,1.0
9273,Manhattan,Private room,95,Private Room,1,1.0,1.0
9274,Manhattan,Entire home/apt,195,Entire Unit,6,1.0,1.0
9275,Queens,Private room,48,Private Room,2,1.0,1.0
9276,Manhattan,Entire home/apt,149,Entire Unit,4,1.0,1.0
9279,Brooklyn,Entire home/apt,150,Entire Unit,4,1.0,1.0
9282,Brooklyn,Entire home/apt,175,Entire Unit,4,2.0,1.0
9283,Bronx,Private room,53,Private Room,2,1.0,1.0
9284,Brooklyn,Entire home/apt,173,Entire Unit,4,2.0,1.0
9285,Manhattan,Entire home/apt,89,Entire Unit,2,0.0,1.0
9288,Manhattan,Shared room,99,Entire Unit,1,0.0,1.0
9289,Brooklyn,Private room,60,Private Room,2,1.0,1.0
9293,Manhattan,Entire home/apt,295,Entire Unit,6,3.0,3.0
9294,Manhattan,Private room,55,Private Room,1,1.0,1.0
9295,Manhattan,Entire home/apt,99,Entire Unit,2,1.0,1.0
9296,Brooklyn,Entire home/apt,210,Entire Unit,3,2.0,1.0
9297,Brooklyn,Entire home/apt,80,Entire Unit,2,1.0,1.0
9298,Queens,Private room,199,Room In,2,1.0,1.0
9299,Brooklyn,Private room,55,Private Room,1,1.0,1.0
9300,Brooklyn,Entire home/apt,207,Entire Unit,5,3.0,1.0
9301,Manhattan,Private room,40,Private Room,2,1.0,1.0
9302,Manhattan,Entire home/apt,86,Entire Unit,2,1.0,1.0
9304,Manhattan,Entire home/apt,200,Entire Unit,5,2.0,1.0
9305,Brooklyn,Entire home/apt,90,Entire Unit,2,0.0,1.0
9306,Brooklyn,Entire home/apt,94,Entire Unit,2,1.0,1.0
9307,Brooklyn,Entire home/apt,190,Entire Unit,4,2.0,1.0
9308,Brooklyn,Entire home/apt,186,Entire Unit,2,1.0,2.0
9310,Brooklyn,Private room,49,Private Room,2,1.0,1.0
9312,Manhattan,Entire home/apt,200,Entire Unit,2,0.0,1.0
9317,Brooklyn,Private room,60,Private Room,2,1.0,1.0
9319,Brooklyn,Entire home/apt,165,Entire Unit,2,1.0,1.0
9320,Queens,Entire home/apt,10,Entire Unit,6,1.0,1.0
9321,Brooklyn,Private room,80,Private Room,1,1.0,1.0
9322,Manhattan,Private room,78,Private Room,2,1.0,1.0
9323,Manhattan,Private room,205,Private Room,2,0.0,1.0
9326,Brooklyn,Entire home/apt,260,Entire Unit,2,1.0,1.0
9327,Manhattan,Entire home/apt,275,Entire Unit,6,2.0,1.0
9329,Queens,Private room,45,Private Room,1,1.0,1.0
9330,Bronx,Private room,42,Private Room,2,1.0,1.0
9331,Brooklyn,Entire home/apt,200,Tiny home,4,2.0,1.0
9332,Brooklyn,Private room,70,Private Room,2,1.0,1.0
9334,Brooklyn,Entire home/apt,149,Entire Unit,7,3.0,1.0
9335,Queens,Private room,38,Private Room,2,1.0,1.0
9337,Manhattan,Private room,169,Private Room,1,1.0,1.0
9342,Bronx,Entire home/apt,199,Entire Unit,6,3.0,1.5
9344,Manhattan,Entire home/apt,199,Entire Unit,2,1.0,1.0
9347,Brooklyn,Private room,60,Private Room,2,1.0,1.0
9348,Brooklyn,Entire home/apt,109,Entire Unit,4,0.0,1.0
9354,Brooklyn,Entire home/apt,109,Entire Unit,4,0.0,1.0
9355,Manhattan,Private room,80,Private Room,2,1.0,1.0
9359,Manhattan,Entire home/apt,90,Entire Unit,3,1.0,1.0
9360,Brooklyn,Private room,215,Private Room,4,2.0,1.0
9361,Manhattan,Entire home/apt,200,Entire Unit,3,1.0,1.0
9364,Manhattan,Entire home/apt,125,Entire Unit,3,0.0,1.0
9367,Manhattan,Entire home/apt,125,Entire Unit,3,0.0,1.0
9368,Staten Island,Private room,43,Private Room,2,1.0,1.0
9371,Manhattan,Private room,55,Private Room,2,1.0,2.0
9373,Bronx,Private room,40,Private Room,1,1.0,1.0
9374,Brooklyn,Private room,95,Private Room,2,1.0,1.0
9377,Brooklyn,Entire home/apt,130,Entire Unit,2,1.0,1.0
9378,Brooklyn,Entire home/apt,99,Entire Unit,2,1.0,1.0
9382,Brooklyn,Entire home/apt,125,Private Room,2,1.0,1.0
9385,Brooklyn,Entire home/apt,94,Entire Unit,2,0.0,1.0
9389,Manhattan,Private room,75,Private Room,1,1.0,1.0
9391,Manhattan,Entire home/apt,222,Room In,3,1.0,1.0
9401,Queens,Private room,44,Private Room,2,1.0,1.0
9408,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
9413,Brooklyn,Entire home/apt,325,Entire Unit,7,3.0,2.0
9417,Brooklyn,Entire home/apt,200,Entire Unit,3,1.0,1.0
9418,Manhattan,Entire home/apt,135,Entire Unit,3,2.0,1.0
9420,Brooklyn,Entire home/apt,147,Entire Unit,6,3.0,2.0
9421,Manhattan,Private room,110,Private Room,2,1.0,1.0
9423,Bronx,Private room,60,Private Room,2,1.0,1.0
9424,Brooklyn,Entire home/apt,90,Entire Unit,2,0.0,1.0
9426,Brooklyn,Private room,52,Private Room,1,1.0,1.0
9430,Queens,Private room,49,Private Room,1,1.0,1.0
9437,Manhattan,Entire home/apt,150,Entire Unit,2,0.0,1.0
9439,Brooklyn,Entire home/apt,225,Entire Unit,2,1.0,1.0
9440,Queens,Private room,69,Private Room,3,1.0,1.0
9441,Brooklyn,Entire home/apt,150,Entire Unit,2,1.0,1.0
9447,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
9448,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
9449,Brooklyn,Entire home/apt,125,Entire Unit,4,2.0,1.0
9451,Manhattan,Entire home/apt,195,Entire Unit,1,0.0,1.0
9453,Bronx,Private room,55,Private Room,2,1.0,1.0
9454,Queens,Entire home/apt,250,Entire Unit,6,2.0,1.0
9455,Brooklyn,Entire home/apt,150,Entire Unit,4,2.0,3.0
9456,Queens,Private room,80,Private Room,5,2.0,1.0
9457,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
9458,Brooklyn,Shared room,64,Entire Unit,3,1.0,1.0
9459,Brooklyn,Private room,31,Private Room,2,1.0,1.0
9460,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
9461,Manhattan,Entire home/apt,119,Entire Unit,2,1.0,1.0
9462,Brooklyn,Private room,50,Private Room,1,1.0,1.0
9465,Staten Island,Entire home/apt,49,Entire Unit,2,0.0,1.0
9466,Brooklyn,Entire home/apt,119,Entire Unit,2,0.0,1.0
9467,Manhattan,Private room,76,Private Room,1,1.0,1.0
9468,Brooklyn,Entire home/apt,46,Entire Unit,4,0.0,1.0
9473,Brooklyn,Private room,40,Private Room,2,1.0,1.0
9474,Queens,Entire home/apt,99,Entire Unit,2,1.0,1.0
9476,Manhattan,Entire home/apt,250,Entire Unit,3,1.0,1.0
9477,Manhattan,Entire home/apt,79,Entire Unit,3,0.0,1.0
9481,Bronx,Entire home/apt,75,Entire Unit,2,1.0,1.0
9482,Manhattan,Entire home/apt,175,Entire Unit,3,1.0,1.0
9483,Manhattan,Entire home/apt,175,Entire Unit,4,1.0,1.0
9484,Manhattan,Entire home/apt,148,Entire Unit,3,2.0,1.0
9485,Manhattan,Entire home/apt,118,Entire Unit,2,1.0,1.0
9488,Brooklyn,Entire home/apt,100,Entire Unit,2,1.0,1.0
9490,Queens,Private room,40,Private Room,1,1.0,1.0
9496,Bronx,Private room,55,Private Room,2,1.0,1.0
9499,Brooklyn,Private room,65,Private Room,2,1.0,1.0
9502,Bronx,Entire home/apt,95,Entire Unit,2,0.0,1.0
9509,Manhattan,Private room,55,Private Room,1,1.0,1.0
9511,Manhattan,Entire home/apt,145,Entire Unit,2,0.0,1.0
9514,Manhattan,Private room,115,Private Room,1,1.0,1.0
9518,Brooklyn,Private room,36,Private Room,2,1.0,1.0
9520,Queens,Private room,71,Private Room,2,1.0,2.0
9522,Manhattan,Private room,138,Private Room,1,1.0,1.0
9524,Queens,Private room,38,Private Room,2,1.0,1.0
9525,Brooklyn,Private room,50,Private Room,2,1.0,1.0
9526,Manhattan,Private room,79,Private Room,2,1.0,1.0
9529,Manhattan,Entire home/apt,176,Entire Unit,2,1.0,1.0
9530,Bronx,Private room,60,Private Room,1,1.0,1.0
9531,Brooklyn,Entire home/apt,95,Entire Unit,4,1.0,1.0
9533,Brooklyn,Private room,42,Private Room,2,1.0,1.0
9538,Brooklyn,Entire home/apt,115,Entire Unit,2,0.0,1.0
9544,Manhattan,Entire home/apt,90,Entire Unit,2,1.0,1.0
9545,Manhattan,Private room,60,Private Room,1,1.0,1.0
9546,Brooklyn,Private room,52,Private Room,1,1.0,1.5
9548,Manhattan,Private room,55,Private Room,1,1.0,1.0
9554,Manhattan,Private room,75,Private Room,2,1.0,1.0
9555,Brooklyn,Entire home/apt,80,Entire Unit,5,2.0,1.0
9561,Brooklyn,Entire home/apt,125,Entire Unit,4,1.0,1.0
9564,Brooklyn,Entire home/apt,100,Entire Unit,4,1.0,1.0
9565,Manhattan,Entire home/apt,113,Entire Unit,2,1.0,1.0
9566,Manhattan,Entire home/apt,300,Entire Unit,4,2.0,1.0
9569,Manhattan,Private room,53,Private Room,1,1.0,1.0
9570,Brooklyn,Private room,70,Private Room,2,1.0,1.0
9574,Queens,Private room,40,Private Room,1,1.0,1.0
9579,Manhattan,Entire home/apt,180,Entire Unit,2,1.0,1.0
9583,Brooklyn,Private room,99,Private Room,2,1.0,1.0
9584,Manhattan,Entire home/apt,149,Entire Unit,1,0.0,1.0
9586,Brooklyn,Entire home/apt,100,Entire Unit,2,2.0,1.0
9588,Brooklyn,Private room,75,Private Room,2,1.0,1.0
9589,Brooklyn,Private room,65,Private Room,2,1.0,1.0
9595,Manhattan,Entire home/apt,125,Entire Unit,2,0.0,1.0
9597,Manhattan,Entire home/apt,98,Entire Unit,2,1.0,1.0
9601,Manhattan,Entire home/apt,106,Entire Unit,2,1.0,1.0
9604,Brooklyn,Entire home/apt,55,Entire Unit,2,1.0,1.5
9606,Brooklyn,Entire home/apt,150,Entire Unit,4,2.0,1.0
9610,Manhattan,Private room,60,Private Room,1,1.0,1.0
9613,Manhattan,Private room,128,Private Room,2,1.0,1.0
9614,Manhattan,Entire home/apt,100,Entire Unit,3,1.0,1.0
9618,Queens,Private room,80,Private Room,2,1.0,1.0
9622,Manhattan,Entire home/apt,90,Entire Unit,3,1.0,1.0
9623,Brooklyn,Private room,39,Private Room,3,1.0,1.0
9624,Brooklyn,Private room,65,Private Room,5,1.0,1.0
9627,Queens,Entire home/apt,200,Entire Unit,7,3.0,2.0
9629,Manhattan,Private room,100,Private Room,2,1.0,1.0
9636,Queens,Private room,69,Private Room,2,1.0,1.0
9637,Brooklyn,Entire home/apt,113,Entire Unit,5,1.0,1.0
9646,Manhattan,Entire home/apt,122,Entire Unit,2,1.0,1.0
9651,Brooklyn,Private room,55,Private Room,2,1.0,1.0
9652,Brooklyn,Private room,55,Private Room,2,1.0,1.0
9653,Brooklyn,Private room,50,Private Room,2,1.0,1.0
9656,Staten Island,Private room,200,Private Room,2,1.0,1.0
9657,Brooklyn,Entire home/apt,125,Entire Unit,2,1.0,1.0
9660,Brooklyn,Private room,70,Private Room,2,1.0,1.5
9664,Queens,Private room,69,Private Room,2,1.0,1.0
9668,Queens,Private room,40,Private Room,2,1.0,1.0
9670,Manhattan,Entire home/apt,125,Entire Unit,4,1.0,1.0
9673,Queens,Private room,85,Private Room,2,1.0,1.0
9674,Brooklyn,Entire home/apt,60,Entire Unit,4,1.0,1.0
9677,Queens,Entire home/apt,274,Entire Unit,7,2.0,1.0
9680,Manhattan,Entire home/apt,145,Entire Unit,6,2.0,1.0
9682,Brooklyn,Private room,55,Private Room,2,1.0,1.0
9683,Manhattan,Entire home/apt,57,Private Room,3,3.0,1.5
9684,Brooklyn,Entire home/apt,226,Entire Unit,4,1.0,1.0
9687,Brooklyn,Entire home/apt,212,Entire Unit,5,2.0,2.0
9689,Manhattan,Entire home/apt,165,Entire Unit,3,1.0,1.0
9690,Brooklyn,Entire home/apt,160,Entire Unit,2,1.0,2.0
9694,Manhattan,Entire home/apt,210,Entire Unit,2,1.0,1.0
9696,Manhattan,Private room,85,Private Room,2,1.0,1.0
9697,Bronx,Private room,37,Private Room,2,1.0,1.0
9698,Manhattan,Entire home/apt,100,Entire Unit,4,1.0,1.0
9699,Brooklyn,Entire home/apt,160,Entire Unit,2,1.0,1.0
9700,Manhattan,Private room,80,Private Room,1,1.0,1.0
9702,Brooklyn,Entire home/apt,90,Entire Unit,4,1.0,1.0
9704,Brooklyn,Entire home/apt,139,Entire Unit,3,2.0,1.0
9707,Brooklyn,Entire home/apt,162,Entire Unit,3,1.0,1.0
9708,Brooklyn,Private room,75,Private Room,4,1.0,1.0
9710,Manhattan,Private room,60,Private Room,2,1.0,1.0
9711,Manhattan,Entire home/apt,125,Entire Unit,3,1.0,1.0
9713,Manhattan,Entire home/apt,300,Entire Unit,2,1.0,1.0
9714,Brooklyn,Entire home/apt,300,Entire Unit,4,3.0,1.0
9715,Brooklyn,Entire home/apt,160,Entire Unit,4,2.0,1.0
9720,Manhattan,Entire home/apt,185,Entire Unit,2,1.0,1.0
9723,Manhattan,Entire home/apt,135,Entire Unit,3,0.0,1.0
9728,Queens,Private room,45,Private Room,2,1.0,1.0
9736,Manhattan,Private room,88,Private Room,2,1.0,1.0
9739,Brooklyn,Entire home/apt,250,Entire Unit,4,2.0,1.0
9740,Manhattan,Entire home/apt,175,Entire Unit,4,1.0,1.0
9741,Manhattan,Entire home/apt,175,Entire Unit,4,1.0,1.0
9744,Manhattan,Entire home/apt,145,Entire Unit,2,0.0,1.0
9745,Manhattan,Entire home/apt,225,Entire Unit,2,2.0,1.0
9750,Manhattan,Entire home/apt,150,Entire Unit,1,0.0,1.0
9762,Brooklyn,Entire home/apt,95,Entire Unit,4,2.0,1.0
9763,Manhattan,Private room,49,Private Room,1,1.0,1.0
9766,Manhattan,Private room,60,Private Room,1,1.0,1.0
9769,Manhattan,Entire home/apt,250,Entire Unit,3,0.0,1.0
9770,Brooklyn,Entire home/apt,150,Entire Unit,4,1.0,1.0
9771,Brooklyn,Entire home/apt,180,Entire Unit,3,1.0,1.0
9775,Brooklyn,Private room,25,Private Room,1,1.0,1.5
9776,Brooklyn,Entire home/apt,256,Entire Unit,5,3.0,1.0
9779,Brooklyn,Private room,80,Private Room,1,2.0,1.0
9783,Manhattan,Private room,165,Private Room,1,1.0,1.0
9788,Staten Island,Entire home/apt,91,Entire Unit,6,1.0,1.0
9790,Manhattan,Entire home/apt,110,Entire Unit,3,1.0,1.0
9791,Brooklyn,Entire home/apt,174,Entire Unit,4,2.0,1.0
9793,Queens,Private room,60,Private Room,2,1.0,2.0
9797,Brooklyn,Entire home/apt,95,Entire Unit,4,2.0,1.0
9799,Manhattan,Private room,70,Private Room,3,1.0,1.0
9806,Brooklyn,Entire home/apt,135,Entire Unit,7,2.0,1.0
9807,Manhattan,Private room,60,Private Room,2,1.0,1.0
9809,Manhattan,Entire home/apt,175,Entire Unit,4,1.0,1.0
9810,Manhattan,Private room,140,Private Room,2,1.0,1.0
9811,Queens,Private room,54,Private Room,4,2.0,1.0
9812,Brooklyn,Entire home/apt,91,Entire Unit,3,1.0,1.0
9813,Manhattan,Private room,77,Private Room,2,1.0,1.5
9814,Brooklyn,Entire home/apt,250,Entire Unit,4,2.0,1.0
9819,Brooklyn,Entire home/apt,95,Entire Unit,2,1.0,1.0
9820,Manhattan,Private room,79,Private Room,1,1.0,1.0
