id,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds
26785,Entire rental unit,Entire home/apt,2,1 bath,1,1
27644,Entire rental unit,Entire home/apt,6,1 bath,1,4
27883,Entire rental unit,Entire home/apt,3,1 bath,,2
28907,Entire rental unit,Entire home/apt,4,1 bath,1,2
29013,Private room in rental unit,Private room,2,1 shared bath,1,1
29628,Private room in rental unit,Private room,2,1 shared bath,1,1
29683,Entire rental unit,Entire home/apt,3,1 bath,1,1
31130,Private room in rental unit,Private room,1,1 shared bath,1,1
31555,Entire rental unit,Entire home/apt,2,1 bath,,1
31902,Private room in home,Private room,2,1 shared bath,3,1
31994,Private room in rental unit,Private room,2,1 private bath,1,1
32037,Private room in condo,Private room,3,1.5 baths,1,2
33009,Entire rental unit,Entire home/apt,2,1 bath,1,1
33156,Entire rental unit,Entire home/apt,2,1 bath,1,1
36647,Private room in rental unit,Private room,2,1 private bath,1,1
36703,Entire condo,Entire home/apt,2,1 bath,1,2
36934,Entire rental unit,Entire home/apt,2,1 bath,1,1
38663,Entire home,Entire home/apt,11,2.5 baths,5,5
39282,Private room in rental unit,Private room,2,1 shared bath,1,1
39572,Private room in rental unit,Private room,2,,1,1
39593,Private room in condo,Private room,1,1 shared bath,1,1
39704,Entire townhouse,Entire home/apt,4,1 bath,1,1
42300,Entire loft,Entire home/apt,4,2 baths,2,2
42729,Entire rental unit,Entire home/apt,2,1 bath,1,1
42882,Private room in rental unit,Private room,2,1 shared bath,1,1
43105,Entire rental unit,Entire home/apt,2,1 bath,1,1
44229,Private room in home,Private room,2,1 bath,1,1
44973,Entire rental unit,Entire home/apt,2,1 bath,,
45542,Entire rental unit,Entire home/apt,4,1 bath,2,2
45556,Private room in townhouse,Private room,2,1.5 shared baths,1,1
45910,Entire townhouse,Entire home/apt,16,2.5 baths,5,10
45935,Private room in rental unit,Private room,1,1 shared bath,1,1
45936,Private room in bed and breakfast,Private room,2,1 shared bath,1,1
46544,Entire rental unit,Entire home/apt,2,1 bath,1,1
46911,Private room in home,Private room,2,1 shared bath,1,1
49048,Private room in home,Private room,3,2 shared baths,1,2
50447,Entire rental unit,Entire home/apt,4,1 bath,1,2
51438,Private room in rental unit,Private room,1,1 bath,1,1
52689,Entire rental unit,Entire home/apt,4,1 bath,2,2
53469,Entire guesthouse,Entire home/apt,4,1 bath,1,1
53470,Entire rental unit,Entire home/apt,7,1 bath,2,3
53477,Entire townhouse,Entire home/apt,12,2 baths,4,8
54466,Private room in rental unit,Private room,2,1 bath,1,1
54508,Private room in guest suite,Private room,2,2 shared baths,1,1
54694,Private room in home,Private room,2,1 shared bath,1,1
54860,Private room in rental unit,Private room,2,1 private bath,1,1
55959,Private room in rental unit,Private room,1,1 shared bath,1,1
55982,Private room in rental unit,Private room,1,1 shared bath,1,1
56859,Private room in rental unit,Private room,2,1 shared bath,1,1
57166,Entire rental unit,Entire home/apt,2,1 bath,1,2
57297,Entire rental unit,Entire home/apt,3,1 bath,1,1
57618,Entire rental unit,Entire home/apt,2,1 bath,1,1
57754,Entire loft,Entire home/apt,2,1 bath,1,1
57874,Entire rental unit,Entire home/apt,2,1 bath,1,1
58059,Private room in rental unit,Private room,2,1.5 baths,1,1
58062,Private room in townhouse,Private room,4,1 private bath,2,3
59014,Entire rental unit,Entire home/apt,2,1 bath,1,1
59121,Entire rental unit,Entire home/apt,9,1 bath,3,6
59709,Entire rental unit,Entire home/apt,5,1 bath,2,2
60164,Entire loft,Entire home/apt,6,1 bath,3,3
60181,Entire rental unit,Entire home/apt,2,1 bath,1,1
60457,Entire rental unit,Entire home/apt,3,1 bath,1,1
60611,Entire rental unit,Entire home/apt,2,1 bath,1,1
60666,Private room in rental unit,Private room,2,1.5 baths,1,2
60673,Private room in rental unit,Private room,2,1 bath,1,1
60680,Entire rental unit,Entire home/apt,6,1 bath,1,2
60794,Entire rental unit,Entire home/apt,6,1 bath,3,3
61509,Entire rental unit,Entire home/apt,3,1 bath,1,1
62427,Entire rental unit,Entire home/apt,2,1 bath,1,1
62925,Entire home,Entire home/apt,4,2 baths,2,2
63588,Private room in home,Private room,3,1 shared bath,1,2
63610,Entire rental unit,Entire home/apt,2,1 bath,1,1
63657,Entire townhouse,Entire home/apt,2,1 bath,1,1
63693,Entire home,Entire home/apt,4,2 baths,2,2
64015,Entire rental unit,Entire home/apt,2,1 bath,1,1
64107,Private room in townhouse,Private room,2,1 shared bath,1,1
64314,Private room in rental unit,Private room,2,1 bath,1,1
64365,Private room in home,Private room,3,1 bath,1,1
64837,Private room in rental unit,Private room,2,1 shared bath,1,1
65425,Entire rental unit,Entire home/apt,7,1 bath,2,2
65615,Entire rental unit,Entire home/apt,2,1 bath,1,1
65660,Entire rental unit,Entire home/apt,3,1 bath,1,1
65813,Private room in rental unit,Private room,1,1 shared bath,1,1
66008,Entire rental unit,Entire home/apt,4,1 bath,2,2
66251,Entire loft,Entire home/apt,2,1 bath,,1
66275,Entire rental unit,Entire home/apt,7,1 bath,2,3
66741,Entire rental unit,Entire home/apt,4,1 bath,1,3
66974,Entire rental unit,Entire home/apt,2,1 bath,1,1
67288,Entire rental unit,Entire home/apt,2,1 bath,1,1
67299,Entire rental unit,Entire home/apt,4,1 bath,1,2
67397,Private room in rental unit,Private room,2,1 shared bath,1,1
68253,Private room in rental unit,Private room,1,,1,
68735,Entire rental unit,Entire home/apt,2,1 bath,1,1
68900,Private room in rental unit,Private room,2,1 private bath,1,1
68974,Entire loft,Entire home/apt,6,1 bath,3,3
69894,Entire rental unit,Entire home/apt,2,1 bath,1,1
71010,Entire rental unit,Entire home/apt,5,1 bath,2,3
71248,Entire condo,Entire home/apt,2,1 bath,1,1
71366,Entire condo,Entire home/apt,2,1 bath,1,1
71384,Entire loft,Entire home/apt,4,1 bath,1,2
71812,Entire rental unit,Entire home/apt,2,1 bath,1,1
72190,Entire rental unit,Entire home/apt,2,1 bath,1,2
72265,Private room in rental unit,Private room,1,1 private bath,1,1
74333,Entire rental unit,Entire home/apt,3,1 bath,1,2
74438,Entire rental unit,Entire home/apt,5,,1,1
74680,Entire rental unit,Entire home/apt,4,1 bath,1,2
74821,Entire rental unit,Entire home/apt,5,1 bath,2,2
74860,Entire rental unit,Entire home/apt,3,1 bath,1,1
75635,Entire rental unit,Entire home/apt,3,1 bath,1,1
77765,Room in boutique hotel,Hotel room,2,1 private bath,1,1
80493,Private room in rental unit,Private room,2,1 shared bath,1,2
80684,Room in boutique hotel,Hotel room,4,1 private bath,1,2
80700,Room in boutique hotel,Private room,4,1 private bath,1,2
80924,Entire townhouse,Entire home/apt,5,1.5 baths,3,5
81739,Room in boutique hotel,Private room,4,1 private bath,1,2
82638,Entire rental unit,Entire home/apt,2,1 bath,1,1
82928,Entire townhouse,Entire home/apt,5,1 bath,2,3
83243,Entire rental unit,Entire home/apt,3,1 bath,1,2
84010,Room in boutique hotel,Hotel room,2,1 private bath,1,1
89621,Entire rental unit,Entire home/apt,4,1 bath,2,2
92242,Entire rental unit,Entire home/apt,2,1 bath,1,2
93313,Entire loft,Entire home/apt,5,1 bath,2,4
94209,Entire rental unit,Entire home/apt,4,1 bath,1,2
94783,Entire rental unit,Entire home/apt,2,1.5 baths,1,1
95883,Entire loft,Entire home/apt,6,1 bath,2,2
98663,Entire rental unit,Entire home/apt,2,1 bath,1,1
100186,Entire rental unit,Entire home/apt,3,1 bath,1,1
100368,Entire rental unit,Entire home/apt,2,1 bath,1,1
101053,Private room in rental unit,Private room,4,2 baths,3,3
103161,Entire rental unit,Entire home/apt,2,1 bath,1,2
103311,Room in boutique hotel,Private room,6,1 private bath,2,3
103555,Entire serviced apartment,Entire home/apt,3,1 bath,1,1
105469,Private room in rental unit,Private room,1,1 shared bath,1,1
106363,Private room in rental unit,Private room,1,1.5 baths,1,1
106906,Entire condo,Entire home/apt,3,1 bath,2,2
107630,Entire home,Entire home/apt,3,1 bath,1,2
112304,Private room in rental unit,Private room,2,1 bath,1,1
112435,Private room in home,Private room,2,1 bath,1,1
113092,Private room in rental unit,Private room,1,1 bath,1,1
113265,Private room in rental unit,Private room,2,1 private bath,1,1
115535,Private room in rental unit,Private room,1,1 shared bath,1,1
116551,Entire rental unit,Entire home/apt,4,1 bath,,2
118061,Entire rental unit,Entire home/apt,2,1 bath,2,2
121687,Entire rental unit,Entire home/apt,3,1 bath,1,1
121861,Entire rental unit,Entire home/apt,4,2 baths,2,2
123784,Entire rental unit,Entire home/apt,3,1 bath,,2
125163,Private room in home,Private room,2,1 private bath,1,1
126443,Entire townhouse,Entire home/apt,9,2 baths,2,4
126816,Private room in rental unit,Private room,1,2 baths,1,1
127387,Entire rental unit,Entire home/apt,4,,2,2
132516,Entire rental unit,Entire home/apt,3,1 bath,1,2
132661,Private room in rental unit,Private room,1,1 shared bath,1,1
133025,Private room in rental unit,Private room,1,1 shared bath,1,1
134934,Entire rental unit,Entire home/apt,2,1 bath,1,1
135465,Entire rental unit,Entire home/apt,3,1 bath,1,1
136493,Entire townhouse,Entire home/apt,5,2.5 baths,3,3
139624,Entire rental unit,Entire home/apt,2,1 bath,1,1
140133,Entire rental unit,Entire home/apt,4,1 bath,,3
140973,Entire rental unit,Entire home/apt,2,Half-bath,2,3
141154,Entire rental unit,Entire home/apt,4,1 bath,,2
141335,Entire home,Entire home/apt,5,2 baths,3,4
142069,Entire rental unit,Entire home/apt,2,1 bath,,1
144087,Entire rental unit,Entire home/apt,5,1 bath,2,3
144148,Private room in rental unit,Private room,2,1 bath,1,1
148201,Entire rental unit,Entire home/apt,2,1 bath,1,1
148259,Entire home,Entire home/apt,6,1 bath,3,3
148825,Entire rental unit,Entire home/apt,3,1 bath,2,2
149287,Entire rental unit,Entire home/apt,4,1 bath,2,2
149787,Entire rental unit,Entire home/apt,16,0 baths,4,5
150804,Entire rental unit,Entire home/apt,5,2 baths,2,3
150989,Entire rental unit,Entire home/apt,2,1 bath,1,1
151199,Entire home,Entire home/apt,3,1 bath,2,2
152071,Entire rental unit,Entire home/apt,2,1 bath,1,1
152263,Entire rental unit,Entire home/apt,8,1 bath,2,6
152819,Entire condo,Entire home/apt,5,2 baths,3,3
153780,Private room in guest suite,Private room,2,1 private bath,1,1
155087,Entire home,Entire home/apt,4,1.5 baths,3,3
157673,Entire loft,Entire home/apt,4,1 bath,1,1
158061,Private room in home,Private room,2,1 bath,1,1
158178,Private room in rental unit,Private room,2,1 private bath,2,1
159749,Private room in townhouse,Private room,3,1 private bath,1,2
159815,Private room in townhouse,Private room,2,1 shared bath,1,1
159913,Private room in rental unit,Private room,2,1 shared bath,1,2
162493,Entire townhouse,Entire home/apt,6,2.5 baths,3,3
162508,Entire rental unit,Entire home/apt,2,1 bath,1,3
163814,Entire rental unit,Entire home/apt,5,1 bath,1,3
166006,Entire rental unit,Entire home/apt,6,1 bath,2,3
166172,Private room in rental unit,Private room,2,1 shared bath,1,1
166983,Entire rental unit,Entire home/apt,6,2 baths,3,4
168123,Entire guest suite,Entire home/apt,2,1 bath,1,1
169306,Private room in home,Private room,2,1 shared bath,1,1
169464,Entire loft,Entire home/apt,4,1 bath,1,2
169483,Entire rental unit,Entire home/apt,4,1 bath,1,1
170420,Entire rental unit,Entire home/apt,2,1 bath,1,1
170761,Private room in rental unit,Private room,2,1.5 shared baths,1,1
171562,Entire condo,Entire home/apt,2,1 bath,,2
171978,Entire rental unit,Entire home/apt,3,1 bath,1,2
173151,Private room in rental unit,Private room,2,1 private bath,1,1
174966,Entire condo,Entire home/apt,9,2.5 baths,2,3
175470,Entire rental unit,Entire home/apt,6,1 bath,2,3
177495,Entire condo,Entire home/apt,4,1.5 baths,2,2
177606,Private room in condo,Private room,2,1 private bath,1,1
179741,Entire rental unit,Entire home/apt,6,1 bath,2,3
182069,Entire rental unit,Entire home/apt,3,1 bath,,1
182177,Entire rental unit,Entire home/apt,5,1 bath,1,2
187566,Entire rental unit,Entire home/apt,2,1 bath,1,1
187986,Entire rental unit,Entire home/apt,4,1.5 baths,2,2
188674,Entire rental unit,Entire home/apt,2,1 bath,1,1
188803,Private room in rental unit,Private room,2,1.5 shared baths,1,1
189135,Private room in rental unit,Private room,2,1 shared bath,1,1
189181,Private room in condo,Private room,2,1 private bath,1,2
189732,Entire home,Entire home/apt,8,1.5 baths,3,5
189787,Entire rental unit,Entire home/apt,2,1 bath,1,1
190968,Entire rental unit,Entire home/apt,2,1 bath,1,1
190974,Entire rental unit,Entire home/apt,3,1 bath,1,2
191610,Private room in townhouse,Private room,2,1 private bath,1,1
195123,Private room in rental unit,Private room,2,1.5 shared baths,1,1
195989,Private room in rental unit,Private room,2,1 private bath,1,1
197942,Entire townhouse,Entire home/apt,2,1 bath,2,2
198028,Shared room in loft,Shared room,2,1 shared bath,1,2
198478,Private room in rental unit,Private room,1,1 bath,1,1
199312,Private room in loft,Private room,2,1 shared bath,1,1
200645,Shared room in rental unit,Shared room,1,,1,1
200955,Entire rental unit,Entire home/apt,2,1 bath,1,1
201514,Entire rental unit,Entire home/apt,4,1 bath,1,1
201992,Entire rental unit,Entire home/apt,4,1 bath,1,2
202273,Private room in rental unit,Private room,2,1 bath,1,1
203901,Entire rental unit,Entire home/apt,4,1 bath,1,1
204065,Entire home,Entire home/apt,8,1 bath,2,5
205485,Entire rental unit,Entire home/apt,2,1 bath,1,1
205867,Entire rental unit,Entire home/apt,3,1 bath,1,3
206316,Entire rental unit,Entire home/apt,2,1 bath,,2
206772,Entire loft,Entire home/apt,2,1 bath,1,1
206957,Private room in houseboat,Private room,4,1 private bath,1,4
208148,Entire rental unit,Entire home/apt,2,1 bath,1,1
208889,Entire rental unit,Entire home/apt,4,1 bath,2,2
209310,Private room in condo,Private room,2,1 shared bath,1,2
212109,Private room in rental unit,Private room,1,1 shared bath,2,2
212544,Entire rental unit,Entire home/apt,3,1.5 baths,1,1
213330,Private room in rental unit,Private room,2,2 baths,1,1
214917,Entire guest suite,Entire home/apt,3,1 bath,1,2
216080,Private room in townhouse,Private room,2,1 private bath,1,1
218358,Private room in rental unit,Private room,1,1 shared bath,1,1
219066,Entire rental unit,Entire home/apt,2,1 bath,1,1
219922,Private room in townhouse,Private room,1,1 shared bath,1,2
220563,Private room in rental unit,Private room,2,1 bath,1,1
222304,Entire rental unit,Entire home/apt,2,1 bath,1,1
222913,Entire rental unit,Entire home/apt,4,1 bath,2,2
223930,Entire rental unit,Entire home/apt,2,1 bath,1,1
224004,Private room in rental unit,Private room,2,1 shared bath,1,1
225354,Entire rental unit,Entire home/apt,2,1 bath,1,1
225976,Entire rental unit,Entire home/apt,3,1 bath,1,1
226021,Entire rental unit,Entire home/apt,5,1 bath,2,3
226637,Private room in rental unit,Private room,2,1 shared bath,,1
227495,Entire rental unit,Entire home/apt,2,1 bath,1,2
227715,Entire rental unit,Entire home/apt,4,1 bath,2,2
228317,Entire rental unit,Entire home/apt,4,1 bath,1,1
228925,Entire home,Entire home/apt,2,1 bath,1,2
230877,Entire rental unit,Entire home/apt,2,1 bath,1,1
231154,Private room in home,Private room,3,1 private bath,1,1
232612,Entire rental unit,Entire home/apt,2,1 bath,,1
233638,Private room in rental unit,Private room,2,1 bath,1,2
235515,Private room in home,Private room,1,1 shared bath,1,1
235552,Entire loft,Entire home/apt,5,2 baths,3,3
235651,Private room in rental unit,Private room,3,1 shared bath,1,1
235951,Entire condo,Entire home/apt,2,1 bath,1,1
235960,Entire rental unit,Entire home/apt,2,1 bath,1,1
236671,Entire home,Entire home/apt,1,1 bath,1,2
239733,Entire guesthouse,Entire home/apt,1,1 bath,1,1
239899,Entire rental unit,Entire home/apt,2,1 bath,1,1
239934,Entire rental unit,Entire home/apt,4,1 bath,2,2
242643,Entire rental unit,Entire home/apt,5,1 bath,1,1
244649,Private room in rental unit,Private room,1,1 shared bath,1,1
245544,Private room in rental unit,Private room,3,1 shared bath,1,2
245574,Entire rental unit,Entire home/apt,4,1 bath,1,2
246351,Entire rental unit,Entire home/apt,2,1 bath,1,1
246916,Entire rental unit,Entire home/apt,2,1 bath,1,1
247562,Private room in home,Private room,2,1 private bath,1,1
248865,Entire rental unit,Entire home/apt,4,1 bath,1,2
248966,Private room in rental unit,Private room,2,2 baths,1,1
249414,Entire rental unit,Entire home/apt,2,1 bath,1,1
249618,Private room in rental unit,Private room,1,1 bath,1,1
249704,Entire condo,Entire home/apt,2,1 bath,1,1
249867,Private room in home,Private room,1,1 bath,1,1
250323,Entire rental unit,Entire home/apt,2,1 bath,1,1
250536,Private room in condo,Private room,2,1 private bath,1,1
250537,Entire rental unit,Entire home/apt,6,2 baths,2,2
251277,Private room in rental unit,Private room,1,2 baths,2,1
252865,Private room in rental unit,Private room,1,1 shared bath,1,1
253332,Entire condo,Entire home/apt,5,2 baths,2,3
253466,Entire rental unit,Entire home/apt,4,1 bath,1,2
253471,Entire rental unit,Entire home/apt,4,1 bath,1,2
253475,Entire rental unit,Entire home/apt,4,1 bath,1,2
253590,Private room in rental unit,Private room,2,1 private bath,1,1
253800,Entire rental unit,Entire home/apt,4,1 bath,1,2
253803,Entire rental unit,Entire home/apt,4,1 bath,1,2
253806,Entire rental unit,Entire home/apt,4,1 bath,1,2
253811,Entire rental unit,Entire home/apt,4,1 bath,1,2
253815,Entire rental unit,Entire home/apt,4,1 bath,1,2
253828,Room in boutique hotel,Private room,4,1 private bath,1,2
253839,Room in boutique hotel,Private room,4,1 private bath,1,2
253842,Room in boutique hotel,Private room,4,1 private bath,1,2
253846,Room in boutique hotel,Hotel room,2,1 private bath,1,1
253988,Private room in rental unit,Private room,3,1 private bath,1,
254168,Room in boutique hotel,Private room,6,1 private bath,2,3
254409,Entire rental unit,Entire home/apt,3,,1,1
255476,Private room in condo,Private room,2,2 baths,2,2
255601,Entire rental unit,Entire home/apt,4,1 bath,2,2
255957,Entire condo,Entire home/apt,4,2 baths,2,2
257097,Entire rental unit,Entire home/apt,3,1 bath,2,2
258688,Entire rental unit,Entire home/apt,3,1 bath,1,1
258690,Entire rental unit,Entire home/apt,3,1 bath,2,2
258740,Private room in rental unit,Private room,2,1 shared bath,1,1
258838,Entire rental unit,Entire home/apt,10,1.5 baths,3,6
258930,Entire rental unit,Entire home/apt,3,1 bath,1,1
260672,Entire rental unit,Entire home/apt,2,1 bath,1,1
260755,Entire loft,Entire home/apt,4,1 bath,1,2
261259,Entire rental unit,Entire home/apt,2,1 bath,1,1
261674,Private room in rental unit,Private room,2,1 bath,1,1
261781,Entire rental unit,Entire home/apt,4,2 baths,2,2
262405,Entire townhouse,Entire home/apt,2,1 bath,1,1
262478,Private room in rental unit,Private room,2,1 shared bath,1,1
262583,Entire rental unit,Entire home/apt,4,1 bath,2,2
263005,Entire rental unit,Entire home/apt,4,1 bath,3,3
263502,Entire rental unit,Entire home/apt,2,1 bath,1,1
265036,Private room in rental unit,Private room,2,1 shared bath,1,1
265145,Entire rental unit,Entire home/apt,2,1 bath,,1
265506,Entire rental unit,Entire home/apt,6,1 bath,2,3
266449,Entire rental unit,Entire home/apt,4,1 bath,2,2
266753,Entire rental unit,Entire home/apt,4,1 bath,2,2
267435,Private room in rental unit,Private room,1,1 shared bath,1,1
267652,Private room in rental unit,Private room,2,1 shared bath,1,1
268481,Entire condo,Entire home/apt,4,2 baths,2,2
268868,Entire rental unit,Entire home/apt,2,1 bath,1,1
269283,Entire rental unit,Entire home/apt,1,1 bath,1,1
269404,Private room in rental unit,Private room,2,1 bath,1,1
269889,Private room in rental unit,Private room,2,1 shared bath,1,1
270139,Private room in rental unit,Private room,2,1 shared bath,1,1
270231,Private room in rental unit,Private room,2,1 shared bath,1,2
270315,Private room in home,Private room,1,1 shared bath,1,1
270345,Entire rental unit,Entire home/apt,4,1 bath,1,1
271694,Entire rental unit,Entire home/apt,2,1 bath,1,1
272026,Entire rental unit,Entire home/apt,2,1 bath,1,2
272044,Entire rental unit,Entire home/apt,2,1 bath,1,1
274062,Private room in rental unit,Private room,2,1 shared bath,1,1
274329,Entire rental unit,Entire home/apt,4,1 bath,1,1
274743,Entire rental unit,Entire home/apt,1,1 bath,,1
274995,Entire rental unit,Entire home/apt,2,1 bath,1,1
275976,Entire guest suite,Entire home/apt,5,1 bath,2,2
276021,Entire rental unit,Entire home/apt,4,2 baths,2,2
276317,Entire rental unit,Entire home/apt,5,2 baths,3,3
277883,Entire rental unit,Entire home/apt,2,1 bath,1,1
278090,Private room in rental unit,Private room,2,1 bath,1,1
278145,Private room in rental unit,Private room,1,2 shared baths,1,1
278876,Private room in rental unit,Private room,2,1 shared bath,1,1
279857,Private room in home,Private room,16,4 baths,8,18
281521,Entire rental unit,Entire home/apt,4,1 bath,2,2
281756,Entire loft,Entire home/apt,2,1 bath,2,2
281851,Private room in home,Private room,2,0 shared baths,1,3
282443,Entire rental unit,Entire home/apt,2,1 bath,1,1
282977,Private room in home,Private room,6,1 private bath,4,4
283550,Entire rental unit,Entire home/apt,3,1 bath,1,1
285515,Entire rental unit,Entire home/apt,2,1 bath,1,1
286662,Entire rental unit,Entire home/apt,2,1 bath,,1
286838,Private room in home,Private room,1,1 bath,1,1
287397,Entire rental unit,Entire home/apt,6,1 bath,2,2
287408,Entire rental unit,Entire home/apt,2,1 bath,1,1
287845,Entire rental unit,Entire home/apt,4,1 bath,2,2
288726,Private room in rental unit,Private room,2,Private half-bath,1,1
289020,Entire rental unit,Entire home/apt,2,1 bath,1,1
289665,Entire rental unit,Entire home/apt,3,1 bath,1,1
289703,Entire rental unit,Entire home/apt,2,1 bath,1,1
290123,Entire rental unit,Entire home/apt,2,1 bath,1,1
292121,Entire rental unit,Entire home/apt,3,1 bath,1,1
292324,Private room in rental unit,Private room,1,1.5 baths,1,1
292637,Entire rental unit,Entire home/apt,3,1 bath,1,1
292800,Entire rental unit,Entire home/apt,2,1 bath,1,1
294227,Entire rental unit,Entire home/apt,4,1 bath,1,2
294242,Entire rental unit,Entire home/apt,4,1 bath,1,2
294250,Entire rental unit,Entire home/apt,2,1 bath,1,2
294259,Entire rental unit,Entire home/apt,4,1 bath,1,2
294263,Entire rental unit,Entire home/apt,4,1 bath,1,2
294280,Entire rental unit,Entire home/apt,4,1 bath,1,2
295231,Private room in rental unit,Private room,1,1 shared bath,1,1
295998,Entire rental unit,Entire home/apt,2,1 bath,1,1
296361,Private room in rental unit,Private room,1,Shared half-bath,1,2
296717,Private room in rental unit,Private room,3,1 bath,1,1
298759,Private room in rental unit,Private room,2,1 shared bath,1,1
299062,Private room in rental unit,Private room,2,1 shared bath,1,1
299531,Entire home,Entire home/apt,7,2 baths,3,4
301372,Private room in rental unit,Private room,1,1 shared bath,1,1
302238,Entire rental unit,Entire home/apt,9,1 bath,2,9
302280,Entire rental unit,Entire home/apt,9,1 bath,1,3
302309,Entire rental unit,Entire home/apt,9,1 bath,2,7
302705,Private room in rental unit,Private room,1,1 bath,1,1
302758,Entire rental unit,Entire home/apt,2,1 bath,1,2
303264,Entire rental unit,Entire home/apt,10,1 bath,2,6
305211,Entire rental unit,Entire home/apt,4,1 bath,2,3
305245,Entire rental unit,Entire home/apt,9,1 bath,2,3
306799,Private room in rental unit,Private room,4,1 private bath,1,2
310524,Private room in condo,Private room,2,1 shared bath,1,1
311356,Private room in rental unit,Private room,2,1 private bath,2,2
312415,Private room in rental unit,Private room,2,1 private bath,2,3
314982,Private room in rental unit,Private room,2,1 shared bath,1,1
318021,Private room in rental unit,Private room,1,1 shared bath,1,1
319646,Entire guest suite,Entire home/apt,5,1 bath,2,3
320877,Entire rental unit,Entire home/apt,4,1 bath,2,2
321014,Entire rental unit,Entire home/apt,4,1.5 baths,2,1
321136,Entire rental unit,Entire home/apt,2,1 bath,,1
322037,Entire rental unit,Entire home/apt,5,1 bath,1,4
324800,Entire loft,Entire home/apt,2,1 bath,1,1
325429,Entire rental unit,Entire home/apt,2,1 bath,1,1
326832,Entire rental unit,Entire home/apt,2,1 bath,1,4
328040,Entire rental unit,Entire home/apt,4,2 baths,2,2
328744,Entire rental unit,Entire home/apt,6,1 bath,2,3
328788,Private room in loft,Private room,2,1 shared bath,2,1
329310,Entire loft,Entire home/apt,2,1 bath,1,1
333323,Private room in rental unit,Private room,1,1 bath,1,1
334607,Entire rental unit,Entire home/apt,2,1 bath,2,2
334781,Private room in rental unit,Private room,2,1 shared bath,1,1
342995,Private room in condo,Private room,2,1 private bath,1,1
343276,Private room in rental unit,Private room,2,1 shared bath,1,2
343971,Private room in rental unit,Private room,2,1 shared bath,1,1
344092,Entire rental unit,Entire home/apt,2,1 bath,1,1
346579,Entire rental unit,Entire home/apt,2,1 bath,1,
350168,Entire rental unit,Entire home/apt,2,1 bath,2,2
351859,Entire rental unit,Entire home/apt,2,1 bath,1,1
352651,Private room in home,Private room,2,1 shared bath,1,1
353317,Private room in rental unit,Private room,2,1 private bath,1,1
355106,Private room in rental unit,Private room,2,1 shared bath,1,1
355563,Entire rental unit,Entire home/apt,6,2 baths,3,6
363016,Entire rental unit,Entire home/apt,3,1 bath,2,3
364785,Private room in rental unit,Private room,2,1 shared bath,1,1
367810,Private room in loft,Private room,1,1 shared bath,2,1
373618,Private room in loft,Private room,2,1 shared bath,1,1
378460,Entire rental unit,Entire home/apt,4,1 bath,2,2
380416,Entire rental unit,Entire home/apt,2,1 bath,1,1
380730,Entire rental unit,Entire home/apt,3,1 bath,1,1
382523,Private room in bed and breakfast,Private room,3,1 bath,1,1
382524,Private room in bed and breakfast,Private room,4,1 private bath,1,3
385657,Private room in rental unit,Private room,1,1 bath,1,1
385824,Entire guest suite,Entire home/apt,5,1 bath,2,4
386744,Private room in rental unit,Private room,1,1 shared bath,1,1
386799,Entire rental unit,Entire home/apt,5,1 bath,1,2
387666,Private room in home,Private room,2,2 shared baths,2,3
387735,Entire rental unit,Entire home/apt,2,1 bath,1,1
389482,Private room in rental unit,Private room,2,1 bath,1,1
392948,Private room in rental unit,Private room,1,1 shared bath,1,3
394111,Private room in rental unit,Private room,2,2 baths,1,1
396636,Entire rental unit,Entire home/apt,2,1 bath,,1
397034,Private room in rental unit,Private room,1,1 bath,1,1
397297,Entire rental unit,Entire home/apt,4,2 baths,1,1
399946,Entire condo,Entire home/apt,2,1 bath,2,2
400039,Entire rental unit,Entire home/apt,3,1 bath,1,1
403712,Entire rental unit,Entire home/apt,3,1 bath,1,1
404923,Entire guest suite,Entire home/apt,2,1 bath,1,1
405025,Entire rental unit,Entire home/apt,5,1 bath,1,6
407469,Private room in rental unit,Private room,2,1 shared bath,1,1
408491,Entire rental unit,Entire home/apt,2,1 bath,1,1
408983,Entire rental unit,Entire home/apt,4,1 bath,1,3
409262,Entire rental unit,Entire home/apt,5,1 bath,2,3
409666,Entire rental unit,Entire home/apt,4,1 bath,1,2
411918,Entire home,Entire home/apt,6,1 bath,3,4
413504,Private room in rental unit,Private room,2,1 private bath,1,1
415304,Entire rental unit,Entire home/apt,1,1 bath,1,1
416557,Entire rental unit,Entire home/apt,2,1 bath,1,1
417685,Entire rental unit,Entire home/apt,6,1 bath,2,3
419373,Entire rental unit,Entire home/apt,3,1 bath,1,
419792,Entire loft,Entire home/apt,4,1 bath,2,2
421539,Entire condo,Entire home/apt,4,1 bath,2,2
423015,Private room in rental unit,Private room,2,1 shared bath,1,1
423275,Entire rental unit,Entire home/apt,3,1 bath,1,1
428226,Private room in rental unit,Private room,1,1 shared bath,1,1
430427,Private room in rental unit,Private room,2,1 bath,1,1
430665,Entire rental unit,Entire home/apt,4,1 bath,1,2
431865,Entire rental unit,Entire home/apt,5,1 bath,2,3
432090,Private room in rental unit,Private room,1,1 shared bath,1,1
432823,Entire rental unit,Entire home/apt,2,1 bath,,1
433218,Entire rental unit,Entire home/apt,3,1 bath,1,1
433414,Entire rental unit,Entire home/apt,2,1 bath,1,1
437352,Entire rental unit,Entire home/apt,3,1 bath,2,1
