,neighbourhood_group,room_type,property_type,accommodates,bedrooms,bathrooms,log_price
1215,Brooklyn,Private room,Private Room,4,1.0,1.0,4.174387269895637
1216,Bronx,Private room,Private Room,2,1.0,2.0,3.912023005428146
1217,Manhattan,Private room,Private Room,2,1.0,1.0,4.31748811353631
1219,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.3706380281276624
1220,Manhattan,Private room,Private Room,2,1.0,1.0,4.605170185988092
1221,Queens,Private room,Private Room,1,1.0,1.0,3.6375861597263857
1222,Manhattan,Private room,Private Room,2,1.0,1.0,4.382026634673881
1223,Brooklyn,Private room,Private Room,2,1.0,1.0,4.48863636973214
1225,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.220355825078324
1226,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,3.8918202981106265
1227,Brooklyn,Entire home/apt,Entire Unit,6,3.0,2.0,5.393627546352362
1228,Manhattan,Private room,Private Room,2,1.0,1.0,4.59511985013459
1229,Manhattan,Private room,Private Room,1,1.0,1.0,4.442651256490317
1232,Manhattan,Private room,Private Room,2,1.0,1.0,4.07753744390572
1233,Manhattan,Private room,Private Room,1,1.0,1.5,4.77912349311153
1234,Brooklyn,Entire home/apt,Entire Unit,3,2.0,1.0,4.787491742782046
1237,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.74493212836325
1238,Bronx,Private room,Private Room,1,1.0,1.0,3.8066624897703196
1240,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.298317366548036
1241,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.5,5.521460917862246
1242,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.0689042022202315
1243,Manhattan,Private room,Private Room,2,1.0,1.5,4.499809670330265
1244,Brooklyn,Entire home/apt,Entire Unit,3,2.0,1.0,5.220355825078324
1245,Manhattan,Private room,Private Room,1,1.0,1.0,4.605170185988092
1248,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.48863636973214
1249,Manhattan,Private room,Private Room,1,1.0,2.0,4.499809670330265
1252,Manhattan,Entire home/apt,Entire Unit,1,1.0,1.0,4.700480365792417
1253,Queens,Private room,Private Room,2,1.0,1.0,3.367295829986474
1255,Manhattan,Private room,Private Room,1,1.0,1.0,4.962844630259907
1257,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.0106352940962555
1258,Brooklyn,Private room,Private Room,1,1.0,1.0,4.23410650459726
1259,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.214935757608986
1260,Brooklyn,Private room,Private Room,1,1.0,1.0,3.784189633918261
1263,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.1647859739235145
1265,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.672828834461906
1267,Brooklyn,Entire home/apt,Entire Unit,4,2.0,2.0,5.521460917862246
1268,Brooklyn,Private room,Private Room,2,1.0,1.0,4.31748811353631
1269,Brooklyn,Private room,Private Room,2,1.0,1.0,4.31748811353631
1270,Manhattan,Private room,Private Room,2,1.0,1.5,4.31748811353631
1271,Manhattan,Private room,Private Room,4,1.0,1.0,4.941642422609304
1273,Manhattan,Private room,Private Room,2,1.0,1.0,4.0943445622221
1274,Brooklyn,Private room,Entire Unit,2,1.0,1.0,4.1588830833596715
1275,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.262690188904886
1279,Manhattan,Private room,Private Room,2,1.0,2.0,4.174387269895637
1280,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.003946305945459
1281,Brooklyn,Private room,Private Room,2,1.0,1.0,4.465908118654584
1282,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.5217885770490405
1284,Brooklyn,Entire home/apt,Entire Unit,4,2.0,2.0,5.703782474656201
1285,Manhattan,Entire home/apt,Shared Room,2,1.0,1.0,5.3706380281276624
1286,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.19295685089021
1288,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.0106352940962555
1289,Manhattan,Private room,Entire Unit,2,1.0,1.5,4.553876891600541
1293,Brooklyn,Private room,Private Room,2,1.0,1.0,4.477336814478207
1296,Queens,Private room,Private Room,1,1.0,2.0,4.290459441148391
1297,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.298317366548036
1298,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.293304824724492
1300,Manhattan,Private room,Private Room,5,1.0,1.0,4.867534450455582
1301,Brooklyn,Private room,Private Room,2,1.0,1.0,3.970291913552122
1306,Brooklyn,Entire home/apt,Entire Unit,3,2.0,2.0,5.616771097666572
1307,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.003946305945459
1308,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.976733742420574
1309,Brooklyn,Private room,Private Room,1,1.0,1.0,5.298317366548036
1310,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.248495242049359
1311,Queens,Private room,Private Room,2,1.0,1.5,3.8066624897703196
1312,Brooklyn,Entire home/apt,Entire Unit,2,2.0,1.0,5.0689042022202315
1316,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.941642422609304
1317,Brooklyn,Private room,Private Room,2,1.0,1.0,4.584967478670572
1318,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.867534450455582
1320,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.521460917862246
1322,Manhattan,Shared room,Shared Room,1,1.0,1.0,3.8066624897703196
1326,Manhattan,Private room,Private Room,2,1.0,1.5,5.1647859739235145
1332,Brooklyn,Entire home/apt,Entire Unit,5,1.0,1.0,5.19295685089021
1333,Manhattan,Private room,Private Room,2,1.0,1.5,4.499809670330265
1334,Bronx,Entire home/apt,Entire Unit,2,1.0,1.0,4.787491742782046
1335,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.442651256490317
1336,Manhattan,Entire home/apt,Entire Unit,7,3.0,1.0,5.159055299214529
1338,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.867534450455582
1339,Manhattan,Private room,Private Room,1,1.0,2.0,3.912023005428146
1340,Brooklyn,Private room,Private Room,1,1.0,1.0,3.6109179126442243
1341,Manhattan,Private room,Private Room,1,1.0,1.0,4.442651256490317
1344,Manhattan,Private room,Private Room,1,1.0,1.0,4.499809670330265
1346,Brooklyn,Entire home/apt,Entire Unit,5,0.0,1.0,4.574710978503383
1348,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.867534450455582
1349,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.5,5.272999558563747
1351,Bronx,Entire home/apt,Entire Unit,4,0.0,1.0,4.941642422609304
1354,Brooklyn,Entire home/apt,Private Room,2,2.0,1.0,4.382026634673881
1357,Brooklyn,Entire home/apt,Entire Unit,2,2.0,1.0,5.293304824724492
1358,Brooklyn,Private room,Private Room,2,1.0,2.0,4.276666119016055
1359,Manhattan,Private room,Entire Unit,1,1.0,0.0,4.663439094112067
1360,Manhattan,Entire home/apt,Entire Unit,7,1.0,1.0,5.521460917862246
1364,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.003946305945459
1368,Brooklyn,Entire home/apt,Entire Unit,4,0.0,1.0,4.90527477843843
1371,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.0106352940962555
1373,Brooklyn,Private room,Private Room,2,1.0,1.0,4.3694478524670215
1376,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.1647859739235145
1383,Brooklyn,Entire home/apt,Entire Unit,2,2.0,1.0,4.74493212836325
1385,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.247024072160486
1386,Brooklyn,Private room,Private Room,2,1.0,1.0,4.3694478524670215
1387,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.0106352940962555
1388,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
1389,Manhattan,Entire home/apt,Entire Unit,6,1.0,1.0,4.74493212836325
1396,Manhattan,Entire home/apt,Entire Unit,6,1.0,1.0,5.768320995793772
1397,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,5.003946305945459
1398,Queens,Private room,Private Room,2,1.0,1.0,4.276666119016055
1399,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.74493212836325
1405,Brooklyn,Private room,Private Room,2,1.0,1.0,4.3694478524670215
1414,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.0,5.293304824724492
1420,Manhattan,Private room,Private Room,2,1.0,2.0,4.31748811353631
1421,Queens,Private room,Private Room,1,2.0,2.0,4.007333185232471
1422,Brooklyn,Private room,Private Room,2,1.0,1.0,4.382026634673881
1424,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.293304824724492
1426,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.293304824724492
1428,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.017279836814924
1431,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.700480365792417
1436,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.0,5.0106352940962555
1438,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.59511985013459
1441,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.820281565605037
1442,Brooklyn,Private room,Private Room,4,1.0,1.0,4.23410650459726
1446,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.9344739331306915
1447,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
1451,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.90527477843843
1452,Manhattan,Entire home/apt,Entire Unit,4,0.0,1.0,5.0106352940962555
1460,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.0689042022202315
1461,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.859812404361672
1463,Brooklyn,Private room,Private Room,2,1.0,1.0,4.3694478524670215
1465,Manhattan,Private room,Private Room,2,1.0,1.0,4.007333185232471
1466,Brooklyn,Private room,Private Room,2,1.0,1.0,4.007333185232471
1474,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.787491742782046
1476,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.003946305945459
1478,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.584967478670572
1480,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.003946305945459
1483,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.0,5.19295685089021
1484,Brooklyn,Entire home/apt,Entire Unit,3,0.0,1.0,5.135798437050262
1488,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.135798437050262
1489,Manhattan,Private room,Private Room,2,2.0,1.0,4.127134385045092
1491,Manhattan,Private room,Private Room,1,1.0,1.0,5.703782474656201
1493,Manhattan,Private room,Private Room,2,1.0,1.0,4.90527477843843
1497,Brooklyn,Entire home/apt,Entire Unit,5,1.0,1.0,4.709530201312334
1498,Brooklyn,Private room,Private Room,1,1.0,1.0,4.0943445622221
1499,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.718498871295094
1500,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.220355825078324
1502,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.8283137373023015
1504,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
1505,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.298317366548036
1506,Queens,Private room,Private Room,2,1.0,1.0,4.605170185988092
1507,Brooklyn,Private room,Private Room,2,1.0,1.0,4.31748811353631
1510,Manhattan,Entire home/apt,Entire Unit,6,1.0,1.0,5.10594547390058
1515,Manhattan,Private room,Private Room,2,1.0,1.0,3.8918202981106265
1516,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.652489180268651
1519,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.442651256490317
1522,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.075173815233827
1523,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.0106352940962555
1526,Manhattan,Private room,Private Room,2,1.0,1.0,4.174387269895637
1527,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.521460917862246
1528,Brooklyn,Private room,Private Room,2,1.0,2.0,4.174387269895637
1532,Manhattan,Private room,Private Room,2,1.0,1.0,4.007333185232471
1533,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.393627546352362
1536,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.605170185988092
1537,Manhattan,Private room,Private Room,2,1.0,1.0,4.553876891600541
1539,Manhattan,Entire home/apt,Entire Unit,2,0.0,0.0,5.298317366548036
1542,Brooklyn,Entire home/apt,Entire Unit,7,3.0,2.0,5.66988092298052
1551,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.653960350157523
1553,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.382026634673881
1555,Manhattan,Private room,Private Room,1,1.0,1.0,4.48863636973214
1558,Brooklyn,Entire home/apt,Entire Unit,4,3.0,1.0,5.389071729816501
1559,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.867534450455582
1560,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.003946305945459
1561,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.3981627015177525
1570,Manhattan,Private room,Private Room,2,1.0,1.0,4.394449154672439
1571,Brooklyn,Entire home/apt,Entire Unit,6,2.0,2.0,5.293304824724492
1572,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.003946305945459
1573,Brooklyn,Private room,Private Room,2,1.0,1.0,3.8066624897703196
1574,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.003946305945459
1575,Queens,Private room,Entire Unit,3,1.0,1.0,4.174387269895637
1579,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.867534450455582
1584,Manhattan,Private room,Private Room,3,2.0,1.0,5.521460917862246
1590,Manhattan,Private room,Private Room,2,1.0,1.0,4.700480365792417
1595,Bronx,Entire home/apt,Entire Unit,6,3.0,2.5,5.521460917862246
1597,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.477336814478207
1604,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.553876891600541
1605,Manhattan,Entire home/apt,Entire Unit,1,0.0,1.0,5.298317366548036
1606,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.5,5.1647859739235145
1607,Brooklyn,Entire home/apt,Entire Unit,3,0.0,1.0,4.859812404361672
1608,Manhattan,Private room,Private Room,2,1.0,1.0,4.74493212836325
1611,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.442651256490317
1615,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.087596335232384
1616,Queens,Entire home/apt,Entire Unit,5,2.0,1.5,5.616771097666572
1621,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.442651256490317
1622,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.298317366548036
1623,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,4.787491742782046
1625,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.187385805840755
1628,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.187385805840755
1629,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.521460917862246
1632,Brooklyn,Private room,Private Room,3,1.0,1.0,4.0943445622221
1635,Manhattan,Private room,Private Room,2,1.0,1.0,4.718498871295094
1637,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.298317366548036
1638,Bronx,Private room,Private Room,2,1.0,1.5,3.912023005428146
1640,Brooklyn,Private room,Entire Unit,2,2.0,1.0,4.23410650459726
1641,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.8283137373023015
1643,Manhattan,Private room,Private Room,1,1.0,1.0,4.430816798843313
1644,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.867534450455582
1647,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.890349128221754
1648,Manhattan,Private room,Private Room,1,1.0,1.0,4.276666119016055
1649,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.859812404361672
1650,Queens,Private room,Private Room,1,1.0,1.0,4.499809670330265
1654,Manhattan,Entire home/apt,Entire Unit,7,3.0,1.0,5.1647859739235145
1656,Manhattan,Private room,Private Room,1,1.0,1.0,4.0943445622221
1657,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.584967478670572
1662,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.68213122712422
1663,Brooklyn,Private room,Private Room,1,2.0,1.0,3.8066624897703196
1664,Brooklyn,Private room,Private Room,2,1.0,1.0,3.8918202981106265
1665,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.143134726391533
1666,Manhattan,Private room,Private Room,2,1.0,1.5,4.605170185988092
1674,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.859812404361672
1680,Brooklyn,Private room,Private Room,2,1.0,1.0,3.9512437185814275
1682,Manhattan,Entire home/apt,Entire Unit,4,0.0,1.0,4.820281565605037
1684,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.170483995038151
1687,Manhattan,Private room,Private Room,1,2.0,1.0,4.31748811353631
1692,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.442651256490317
1694,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.499809670330265
1696,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.616771097666572
1700,Brooklyn,Private room,Private Room,3,1.0,1.0,3.8066624897703196
1701,Brooklyn,Entire home/apt,Entire Unit,4,0.0,1.0,4.5217885770490405
1705,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.634728988229636
1706,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.762173934797756
1708,Manhattan,Entire home/apt,Entire Unit,2,2.0,1.0,4.976733742420574
1709,Manhattan,Entire home/apt,Entire Unit,3,2.0,1.0,4.9344739331306915
1710,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.762173934797756
1712,Manhattan,Private room,Private Room,2,1.0,1.0,4.382026634673881
1715,Manhattan,Entire home/apt,Entire Unit,2,2.0,1.0,4.955827057601261
1717,Queens,Entire home/apt,Entire Unit,5,1.0,1.0,4.553876891600541
1718,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.298317366548036
1722,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.499809670330265
1724,Brooklyn,Private room,Private Room,1,1.0,1.0,3.9512437185814275
1726,Queens,Private room,Private Room,1,1.0,1.0,4.007333185232471
1730,Bronx,Private room,Private Room,2,1.0,1.5,3.6888794541139363
1732,Queens,Private room,Private Room,1,1.0,1.0,4.0943445622221
1733,Manhattan,Private room,Private Room,2,1.0,1.0,4.941642422609304
1735,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.653960350157523
1736,Brooklyn,Private room,Private Room,1,1.0,1.0,3.8066624897703196
1738,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.174387269895637
1742,Manhattan,Private room,Private Room,2,1.0,1.0,4.59511985013459
1743,Manhattan,Private room,Private Room,1,1.0,1.0,4.442651256490317
1744,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.499809670330265
1746,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.003946305945459
1748,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.0689042022202315
1749,Bronx,Private room,Entire Unit,2,1.0,1.0,4.2626798770413155
1751,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.499809670330265
1754,Queens,Private room,Private Room,1,1.0,1.0,3.912023005428146
1756,Brooklyn,Entire home/apt,Entire Unit,4,0.0,1.0,4.867534450455582
1761,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,4.976733742420574
1762,Manhattan,Entire home/apt,Entire Unit,3,1.0,2.0,5.579729825986222
1764,Manhattan,Entire home/apt,Entire Unit,3,0.0,1.0,5.298317366548036
1766,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.762173934797756
1767,Brooklyn,Private room,Private Room,2,1.0,1.0,4.382026634673881
1768,Manhattan,Private room,Private Room,3,1.0,1.0,5.0106352940962555
1771,Bronx,Shared room,Shared Room,1,1.0,1.0,4.007333185232471
1772,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.574710978503383
1773,Manhattan,Private room,Private Room,2,2.0,1.5,5.043425116919247
1775,Brooklyn,Entire home/apt,Entire Unit,3,2.0,1.0,5.0106352940962555
1778,Manhattan,Private room,Private Room,2,1.0,1.0,4.605170185988092
1779,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.700480365792417
1781,Manhattan,Entire home/apt,Entire Unit,4,0.0,1.0,5.384495062789089
1783,Manhattan,Private room,Private Room,2,1.0,1.0,5.521460917862246
1787,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.330733340286331
1792,Manhattan,Private room,Private Room,2,1.0,1.0,3.970291913552122
1794,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.653960350157523
1796,Manhattan,Private room,Private Room,1,3.0,1.0,3.6635616461296463
1797,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.859812404361672
1798,Queens,Private room,Private Room,2,1.0,1.0,4.174387269895637
1800,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.0106352940962555
1801,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.293304824724492
1803,Manhattan,Private room,Private Room,2,1.0,1.0,3.8066624897703196
1804,Bronx,Private room,Private Room,1,1.0,1.0,3.784189633918261
1809,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.634728988229636
1810,Manhattan,Entire home/apt,Entire Unit,3,0.0,1.0,4.6913478822291435
1813,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.043425116919247
1814,Manhattan,Private room,Private Room,1,1.0,1.0,4.276666119016055
1815,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.77912349311153
1816,Brooklyn,Private room,Private Room,2,1.0,1.0,4.605170185988092
1819,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.605170185988092
1820,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,4.465908118654584
1821,Queens,Private room,Private Room,1,1.0,1.0,4.07753744390572
1822,Staten Island,Private room,Private Room,3,1.0,1.0,4.553876891600541
1823,Queens,Private room,Private Room,2,1.0,1.0,4.0943445622221
1827,Brooklyn,Private room,Private Room,2,2.0,2.0,4.653960350157523
1834,Brooklyn,Private room,Private Room,1,1.0,1.0,4.174387269895637
1836,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.220355825078324
1838,Manhattan,Private room,Private Room,2,1.0,1.0,4.787491742782046
1839,Queens,Private room,Private Room,2,1.0,1.0,3.970291913552122
1843,Queens,Private room,Private Room,2,1.0,1.0,3.6888794541139363
1844,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.0943445622221
1845,Queens,Private room,Private Room,1,1.0,1.0,3.5553480614894135
1846,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.521460917862246
1847,Manhattan,Entire home/apt,Entire Unit,1,1.0,1.0,4.941642422609304
1848,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.5,5.700443573390687
1849,Manhattan,Private room,Private Room,2,1.0,1.0,4.787491742782046
1850,Manhattan,Private room,Private Room,3,1.0,1.0,5.459585514144159
1854,Manhattan,Private room,Private Room,2,1.0,1.0,4.553876891600541
1856,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.770684624465665
1857,Manhattan,Private room,Private Room,2,1.0,1.0,4.382026634673881
1859,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.770684624465665
1860,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.941642422609304
1861,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.7535901911063645
1862,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,4.90527477843843
1863,Manhattan,Private room,Private Room,2,4.0,1.0,3.6635616461296463
1864,Brooklyn,Private room,Private Room,2,1.0,1.0,4.189654742026425
1865,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.74493212836325
1867,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.10594547390058
1869,Manhattan,Private room,Private Room,2,1.0,1.0,4.700480365792417
1870,Brooklyn,Entire home/apt,Entire Unit,4,0.0,1.0,4.859812404361672
1871,Bronx,Private room,Private Room,1,4.0,1.0,3.912023005428146
1877,Manhattan,Private room,Private Room,1,1.0,1.0,3.6888794541139363
1878,Manhattan,Private room,Private Room,2,1.0,1.0,4.74493212836325
1879,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.532599493153256
1881,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.003946305945459
1882,Brooklyn,Private room,Private Room,1,1.0,1.0,4.605170185988092
1885,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.634728988229636
1886,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.68213122712422
1890,Brooklyn,Entire home/apt,Entire Unit,6,1.0,1.0,4.59511985013459
1894,Brooklyn,Entire home/apt,Entire Unit,6,2.0,2.0,5.293304824724492
1895,Brooklyn,Private room,Private Room,1,1.0,1.0,4.31748811353631
1897,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.298317366548036
1898,Manhattan,Private room,Private Room,1,1.0,1.0,3.912023005428146
1901,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.820281565605037
1902,Queens,Private room,Private Room,2,1.0,1.0,4.07753744390572
1904,Manhattan,Private room,Entire Unit,4,2.0,1.0,5.0106352940962555
1906,Manhattan,Shared room,Shared Room,2,1.0,1.5,5.298317366548036
1911,Manhattan,Private room,Entire Unit,4,2.0,2.0,5.293304824724492
1912,Brooklyn,Private room,Private Room,2,1.0,1.0,4.1588830833596715
1916,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.653960350157523
1918,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.8283137373023015
1920,Brooklyn,Entire home/apt,Entire Unit,6,3.0,2.0,5.616771097666572
1924,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.616771097666572
1925,Brooklyn,Entire home/apt,Entire Unit,6,2.0,1.0,5.043425116919247
1927,Manhattan,Private room,Private Room,2,1.0,1.0,4.248495242049359
1928,Bronx,Entire home/apt,Entire Unit,4,2.0,1.0,4.553876891600541
1930,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.703782474656201
1931,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.1647859739235145
1932,Queens,Private room,Private Room,2,1.0,1.5,3.912023005428146
1936,Brooklyn,Entire home/apt,Entire Unit,3,3.0,1.0,5.41610040220442
1937,Brooklyn,Entire home/apt,Entire Unit,5,1.0,2.0,4.700480365792417
1939,Brooklyn,Private room,Private Room,2,1.0,1.0,4.59511985013459
1941,Manhattan,Private room,Private Room,2,1.0,1.0,4.48863636973214
1945,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,4.787491742782046
1948,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.298317366548036
1949,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.007333185232471
1954,Brooklyn,Private room,Private Room,4,1.0,1.0,4.653960350157523
1955,Manhattan,Private room,Private Room,2,1.0,1.0,4.0943445622221
