,neighbourhood_group,room_type,property_type,accommodates,bedrooms,bathrooms,log_price
11674,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.867534450455582
11676,Manhattan,Private room,Private Room,1,1.0,1.0,4.143134726391533
11678,Queens,Private room,Private Room,2,1.0,1.0,3.6888794541139363
11682,Manhattan,Private room,Private Room,3,1.0,1.0,4.174387269895637
11684,Staten Island,Entire home/apt,Entire Unit,2,0.0,1.0,4.2626798770413155
11685,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,4.248495242049359
11686,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.3471075307174685
11687,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
11688,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.0106352940962555
11690,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.812184355372417
11696,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.666426688112432
11697,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.442651256490317
11698,Brooklyn,Entire home/apt,Entire Unit,2,0.0,1.0,5.0106352940962555
11699,Brooklyn,Entire home/apt,Entire Unit,1,0.0,1.0,5.1647859739235145
11700,Brooklyn,Private room,Private Room,1,1.0,1.0,3.912023005428146
11703,Queens,Entire home/apt,Entire Unit,6,2.0,1.0,4.6913478822291435
11705,Brooklyn,Private room,Private Room,2,1.0,3.0,4.219507705176107
11706,Brooklyn,Entire home/apt,Entire Unit,4,3.0,1.0,5.298317366548036
11707,Brooklyn,Entire home/apt,Private Room,2,1.0,1.0,4.8283137373023015
11709,Manhattan,Entire home/apt,Entire Unit,5,2.0,1.0,5.703782474656201
11710,Brooklyn,Private room,Private Room,1,1.0,1.0,3.912023005428146
11711,Bronx,Private room,Private Room,2,1.0,1.5,4.290459441148391
11712,Queens,Shared room,Shared Room,2,1.0,1.5,3.5263605246161616
11715,Manhattan,Private room,Private Room,2,1.0,1.0,4.941642422609304
11718,Brooklyn,Private room,Private Room,3,1.0,1.0,4.060443010546419
11719,Brooklyn,Private room,Private Room,2,1.0,1.0,3.9512437185814275
11720,Manhattan,Private room,Private Room,1,1.0,1.0,3.5553480614894135
11722,Brooklyn,Private room,Private Room,2,1.0,1.0,4.382026634673881
11726,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.59511985013459
11727,Manhattan,Entire home/apt,Entire Unit,3,0.0,1.0,5.187385805840755
11728,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.787491742782046
11731,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.74493212836325
11735,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.8283137373023015
11737,Manhattan,Private room,Private Room,2,1.0,1.0,4.700480365792417
11739,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.9344739331306915
11740,Brooklyn,Entire home/apt,Private Room,2,2.0,1.0,4.553876891600541
11742,Brooklyn,Entire home/apt,Entire Unit,7,2.0,2.0,5.298317366548036
11743,Brooklyn,Private room,Private Room,2,1.0,1.5,4.0943445622221
11744,Manhattan,Entire home/apt,Entire Unit,2,2.0,1.0,5.480638923341991
11748,Brooklyn,Private room,Private Room,2,1.0,1.0,4.07753744390572
11749,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.0106352940962555
11750,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.298317366548036
11751,Manhattan,Entire home/apt,Entire Unit,5,1.0,2.0,5.41610040220442
11752,Manhattan,Entire home/apt,Entire Unit,2,2.0,1.0,5.41610040220442
11753,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
11754,Brooklyn,Private room,Private Room,2,1.0,1.5,4.564348191467836
11755,Manhattan,Entire home/apt,Entire Unit,1,0.0,1.0,4.605170185988092
11756,Manhattan,Private room,Private Room,2,1.0,1.0,4.31748811353631
11758,Queens,Private room,Private Room,3,1.0,1.0,4.0943445622221
11759,Manhattan,Private room,Private Room,1,1.0,1.0,4.382026634673881
11760,Staten Island,Entire home/apt,Entire Unit,4,1.0,1.0,4.0943445622221
11764,Bronx,Private room,Private Room,2,1.0,1.0,4.174387269895637
11766,Queens,Entire home/apt,Entire Unit,7,3.0,1.0,4.90527477843843
11768,Manhattan,Entire home/apt,Private Room,2,0.0,1.5,4.867534450455582
11769,Queens,Entire home/apt,Entire Unit,4,2.0,1.0,4.90527477843843
11771,Brooklyn,Entire home/apt,Entire Unit,6,3.0,2.5,5.783825182329737
11776,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.0,5.062595033026967
11777,Brooklyn,Entire home/apt,Entire Unit,4,0.0,1.0,4.976733742420574
11778,Manhattan,Private room,Entire Unit,3,1.0,1.0,4.48863636973214
11779,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.720311776607412
11780,Brooklyn,Private room,Private Room,2,1.0,3.0,4.219507705176107
11782,Bronx,Private room,Private Room,2,1.0,1.0,3.912023005428146
11783,Brooklyn,Entire home/apt,Entire Unit,6,3.0,1.0,5.1647859739235145
11785,Brooklyn,Private room,Private Room,2,0.0,1.0,4.248495242049359
11786,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.553876891600541
11787,Queens,Entire home/apt,Entire Unit,5,2.0,1.0,5.627621113690637
11788,Brooklyn,Private room,Private Room,2,1.0,1.0,3.7612001156935624
11792,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.718498871295094
11793,Brooklyn,Private room,Private Room,2,1.0,1.0,4.248495242049359
11795,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.0106352940962555
11798,Bronx,Entire home/apt,Entire Unit,4,1.0,1.0,4.442651256490317
11801,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.219507705176107
11802,Brooklyn,Private room,Private Room,2,1.0,1.5,4.8283137373023015
11803,Brooklyn,Private room,Private Room,2,1.0,1.0,3.8066624897703196
11804,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.703782474656201
11805,Bronx,Private room,Private Room,2,1.0,1.0,3.8501476017100584
11810,Queens,Private room,Private Room,2,1.0,1.5,4.248495242049359
11813,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.231108616854587
11814,Brooklyn,Private room,Private Room,1,1.0,1.0,3.912023005428146
11816,Manhattan,Private room,Private Room,2,1.0,1.0,4.700480365792417
11817,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.343805421853684
11820,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.1647859739235145
11823,Queens,Entire home/apt,Entire Unit,6,2.0,1.0,5.298317366548036
11824,Brooklyn,Entire home/apt,Entire Unit,7,3.0,1.0,5.0106352940962555
11825,Brooklyn,Private room,Private Room,2,1.0,3.0,4.127134385045092
11827,Bronx,Private room,Private Room,1,1.0,1.0,3.5263605246161616
11828,Queens,Private room,Private Room,1,1.0,2.0,4.276666119016055
11829,Brooklyn,Private room,Private Room,2,1.0,2.5,3.7376696182833684
11835,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.393627546352362
11837,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.1647859739235145
11838,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.5,5.298317366548036
11839,Manhattan,Private room,Private Room,2,1.0,1.0,4.653960350157523
11841,Bronx,Private room,Private Room,2,1.0,1.0,3.6888794541139363
11842,Manhattan,Private room,Private Room,1,1.0,1.0,4.77912349311153
11845,Queens,Private room,Private Room,2,1.0,1.0,4.0943445622221
11847,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.90527477843843
11848,Queens,Entire home/apt,Entire Unit,4,2.0,1.0,5.783825182329737
11850,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.605170185988092
11851,Bronx,Private room,Private Room,2,1.0,1.0,4.04305126783455
11852,Brooklyn,Entire home/apt,Entire Unit,7,2.0,1.0,5.703782474656201
11853,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.59511985013459
11855,Manhattan,Entire home/apt,Entire Unit,6,2.0,1.0,5.521460917862246
11858,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
11860,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.8283137373023015
11861,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.59511985013459
11862,Bronx,Private room,Private Room,2,1.0,1.0,3.8501476017100584
11863,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.48863636973214
11865,Queens,Entire home/apt,Entire Unit,3,1.0,1.0,5.003946305945459
11866,Queens,Entire home/apt,Entire Unit,3,1.0,1.0,5.003946305945459
11868,Brooklyn,Private room,Private Room,2,1.0,1.0,4.8283137373023015
11869,Queens,Private room,Private Room,4,1.0,1.5,4.248495242049359
11871,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.298317366548036
11876,Manhattan,Private room,Private Room,3,1.0,2.0,4.59511985013459
11877,Manhattan,Entire home/apt,Entire Unit,6,2.0,1.0,5.598421958998375
11880,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.247024072160486
11881,Brooklyn,Private room,Private Room,1,1.0,1.0,4.31748811353631
11882,Brooklyn,Private room,Entire Unit,2,1.0,1.0,3.5553480614894135
11883,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.480638923341991
11884,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.653960350157523
11885,Brooklyn,Entire home/apt,Entire Unit,4,1.0,2.0,5.634789603169249
11887,Manhattan,Entire home/apt,Entire Unit,5,1.0,1.0,5.298317366548036
11888,Manhattan,Private room,Private Room,2,1.0,1.0,4.174387269895637
11889,Staten Island,Entire home/apt,Entire Unit,4,2.0,1.0,4.700480365792417
11890,Brooklyn,Private room,Private Room,2,1.0,1.0,4.174387269895637
11891,Brooklyn,Private room,Private Room,2,1.0,2.0,3.8501476017100584
11892,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.700480365792417
11895,Brooklyn,Private room,Private Room,1,1.0,1.0,4.0943445622221
11898,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.787491742782046
11901,Queens,Private room,Private Room,2,1.0,1.0,4.0943445622221
11902,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.5,5.272999558563747
11903,Brooklyn,Private room,Private Room,2,1.0,0.0,4.31748811353631
11911,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.19295685089021
11912,Manhattan,Entire home/apt,Entire Unit,5,2.0,1.0,4.174387269895637
11915,Brooklyn,Private room,Private Room,1,1.0,1.0,3.8066624897703196
11917,Brooklyn,Private room,Private Room,2,1.0,1.0,3.8501476017100584
11918,Brooklyn,Entire home/apt,Entire Unit,5,3.0,1.0,5.1647859739235145
11922,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.0,3.912023005428146
11924,Manhattan,Entire home/apt,Entire Unit,7,3.0,2.0,5.68697535633982
11925,Brooklyn,Private room,Private Room,2,1.0,1.0,3.8918202981106265
11927,Manhattan,Private room,Private Room,2,1.0,1.0,4.248495242049359
11928,Queens,Private room,Private Room,1,1.0,1.0,3.6375861597263857
11929,Manhattan,Private room,Private Room,2,1.0,1.0,4.248495242049359
11930,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.787491742782046
11931,Queens,Private room,Private Room,1,1.0,1.0,3.332204510175204
11938,Brooklyn,Entire home/apt,Entire Unit,4,0.0,1.0,4.59511985013459
11939,Manhattan,Private room,Private Room,1,1.0,1.0,4.30406509320417
11942,Queens,Private room,Private Room,2,1.0,1.0,4.0943445622221
11943,Brooklyn,Entire home/apt,Entire Unit,3,0.0,1.0,4.553876891600541
11944,Brooklyn,Private room,Private Room,2,1.0,1.0,4.248495242049359
11947,Brooklyn,Private room,Private Room,1,3.0,2.0,3.8066624897703196
11948,Bronx,Private room,Private Room,2,1.0,1.0,3.912023005428146
11949,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,5.1647859739235145
11950,Queens,Entire home/apt,Entire Unit,3,1.0,1.0,5.0689042022202315
11951,Staten Island,Entire home/apt,Private Room,2,1.0,1.0,4.0943445622221
11953,Brooklyn,Private room,Private Room,1,1.0,1.0,3.7376696182833684
11955,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,5.043425116919247
11963,Queens,Private room,Private Room,2,1.0,1.0,3.713572066704308
11964,Manhattan,Private room,Private Room,1,1.0,2.0,4.248495242049359
11965,Manhattan,Private room,Private Room,3,1.0,2.0,4.59511985013459
11967,Bronx,Entire home/apt,Entire Unit,6,3.0,1.0,4.553876891600541
11968,Brooklyn,Private room,Private Room,1,1.0,1.0,2.995732273553991
11969,Queens,Entire home/apt,Entire Unit,7,3.0,1.0,5.247024072160486
11971,Queens,Private room,Private Room,1,1.0,1.0,3.8066624897703196
11982,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.10594547390058
11986,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.382026634673881
11987,Brooklyn,Entire home/apt,Private Room,2,1.0,1.0,5.393627546352362
11988,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.075173815233827
11989,Queens,Entire home/apt,Entire Unit,5,2.0,1.0,4.90527477843843
11992,Brooklyn,Private room,Entire Unit,3,1.0,1.0,4.382026634673881
11993,Brooklyn,Private room,Private Room,1,1.0,1.0,3.8066624897703196
11994,Brooklyn,Private room,Private Room,4,2.0,1.0,4.59511985013459
11997,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,5.062595033026967
11998,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.976733742420574
11999,Brooklyn,Private room,Private Room,2,1.0,1.0,4.0943445622221
12000,Brooklyn,Entire home/apt,Private Room,2,0.0,1.0,4.382026634673881
12002,Queens,Entire home/apt,Entire Unit,6,2.0,1.5,5.634789603169249
12003,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.605170185988092
12008,Brooklyn,Entire home/apt,Entire Unit,6,3.0,2.0,4.553876891600541
12011,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.0689042022202315
12015,Queens,Private room,Private Room,1,1.0,1.0,4.174387269895637
12016,Brooklyn,Private room,Private Room,1,1.0,1.0,4.382026634673881
12017,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.653960350157523
12019,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.41610040220442
12020,Queens,Entire home/apt,Entire Unit,4,2.0,1.0,5.0106352940962555
12021,Manhattan,Entire home/apt,Entire Unit,6,1.0,1.0,5.1647859739235145
12022,Queens,Entire home/apt,Entire Unit,6,3.0,2.0,5.19295685089021
12023,Bronx,Private room,Private Room,2,1.0,1.0,4.248495242049359
12024,Queens,Private room,Private Room,3,1.0,2.0,4.31748811353631
12027,Brooklyn,Private room,Private Room,2,1.0,1.0,3.8501476017100584
12028,Manhattan,Private room,Private Room,2,1.0,1.0,4.48863636973214
12031,Manhattan,Private room,Private Room,2,1.0,1.0,4.382026634673881
12032,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.867534450455582
12034,Brooklyn,Private room,Private Room,2,1.0,3.0,3.9889840465642745
12035,Queens,Private room,Private Room,2,1.0,1.0,3.912023005428146
12037,Brooklyn,Private room,Private Room,1,1.0,1.0,4.248495242049359
12039,Manhattan,Private room,Private Room,1,1.0,1.0,4.48863636973214
12040,Manhattan,Entire home/apt,Entire Unit,4,1.0,1.0,4.787491742782046
12041,Manhattan,Entire home/apt,Entire Unit,6,2.0,1.0,5.272999558563747
12042,Brooklyn,Entire home/apt,Private Room,2,1.0,1.0,4.718498871295094
12045,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.59511985013459
12047,Manhattan,Private room,Private Room,2,1.0,2.0,4.787491742782046
12049,Brooklyn,Private room,Private Room,1,1.0,1.0,3.6888794541139363
12050,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,5.0106352940962555
12051,Manhattan,Entire home/apt,Entire Unit,4,0.0,1.0,5.0106352940962555
12053,Manhattan,Private room,Private Room,1,1.0,1.0,4.605170185988092
12055,Manhattan,Private room,Private Room,2,1.0,1.0,4.787491742782046
12056,Manhattan,Private room,Private Room,1,1.0,1.0,2.302585092994046
12057,Staten Island,Private room,Entire Unit,2,1.0,1.0,3.8501476017100584
12058,Brooklyn,Private room,Private Room,2,1.0,1.0,3.8066624897703196
12059,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.293304824724492
12062,Queens,Private room,Private Room,1,1.0,1.0,4.0943445622221
12063,Queens,Entire home/apt,Entire Unit,2,1.0,1.0,4.499809670330265
12064,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.1647859739235145
12066,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.41610040220442
12068,Brooklyn,Entire home/apt,Entire Unit,3,3.0,1.0,5.521460917862246
12070,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,4.59511985013459
12071,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.8283137373023015
12072,Manhattan,Entire home/apt,Entire Unit,1,1.0,1.0,5.0106352940962555
12073,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.8283137373023015
12074,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,4.8283137373023015
12075,Manhattan,Entire home/apt,Entire Unit,7,3.0,1.5,5.0106352940962555
12076,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.8283137373023015
12077,Queens,Private room,Private Room,2,1.0,1.0,4.31748811353631
12079,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.459585514144159
12080,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.31748811353631
12081,Brooklyn,Private room,Private Room,2,1.0,1.0,4.382026634673881
12082,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.777652323222656
12084,Manhattan,Entire home/apt,Entire Unit,2,0.0,1.0,5.521460917862246
12085,Brooklyn,Private room,Entire Unit,4,2.0,1.5,4.382026634673881
12086,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,4.700480365792417
12088,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.075173815233827
12089,Manhattan,Shared room,Shared Room,3,1.0,1.0,4.174387269895637
12091,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,5.0106352940962555
12095,Manhattan,Private room,Private Room,2,1.0,1.0,4.31748811353631
12096,Manhattan,Private room,Private Room,4,2.0,1.0,5.075173815233827
12097,Brooklyn,Private room,Private Room,1,1.0,1.0,4.605170185988092
12098,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,5.293304824724492
12099,Brooklyn,Private room,Private Room,2,1.0,1.0,4.605170185988092
12100,Bronx,Entire home/apt,Entire Unit,4,0.0,1.0,4.8283137373023015
12101,Queens,Private room,Private Room,3,1.0,1.0,3.912023005428146
12103,Bronx,Private room,Private Room,2,1.0,1.0,4.31748811353631
12105,Manhattan,Private room,Private Room,2,1.0,1.0,4.382026634673881
12106,Queens,Private room,Private Room,2,1.0,1.0,4.0943445622221
12108,Brooklyn,Entire home/apt,Entire Unit,5,2.0,1.0,4.90527477843843
12109,Manhattan,Private room,Private Room,2,1.0,1.0,4.382026634673881
12112,Brooklyn,Private room,Private Room,2,1.0,1.0,4.59511985013459
12114,Queens,Entire home/apt,Entire Unit,6,3.0,1.0,5.616771097666572
12115,Brooklyn,Private room,Private Room,2,1.0,1.0,4.74493212836325
12116,Brooklyn,Private room,Private Room,1,1.0,1.0,4.060443010546419
12119,Manhattan,Private room,Private Room,2,1.0,1.0,4.700480365792417
12122,Manhattan,Private room,Private Room,1,1.0,2.0,4.31748811353631
12123,Brooklyn,Private room,Private Room,2,1.0,1.0,5.298317366548036
12124,Queens,Entire home/apt,Entire Unit,3,1.0,1.0,4.74493212836325
12125,Staten Island,Private room,Private Room,2,0.0,2.0,3.912023005428146
12126,Brooklyn,Entire home/apt,Entire Unit,4,2.0,1.0,4.897839799950911
12128,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.298317366548036
12130,Brooklyn,Entire home/apt,Private Room,3,1.0,1.0,4.51085950651685
12131,Manhattan,Entire home/apt,Entire Unit,3,0.0,1.5,5.521460917862246
12133,Queens,Private room,Private Room,3,1.0,1.0,4.007333185232471
12134,Manhattan,Entire home/apt,Private Room,2,2.0,1.0,5.0106352940962555
12138,Queens,Private room,Private Room,2,1.0,1.0,4.0943445622221
12139,Queens,Private room,Private Room,2,1.0,1.0,4.07753744390572
12140,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.8283137373023015
12142,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.075173815233827
12147,Manhattan,Private room,Private Room,1,1.0,0.0,4.553876891600541
12148,Manhattan,Private room,Private Room,1,1.0,1.0,4.867534450455582
12150,Brooklyn,Private room,Private Room,1,1.0,2.0,3.5553480614894135
12151,Brooklyn,Entire home/apt,Entire Unit,4,1.0,1.0,4.605170185988092
12152,Manhattan,Private room,Private Room,2,1.0,1.0,4.574710978503383
12153,Queens,Private room,Private Room,2,1.0,1.0,4.382026634673881
12156,Manhattan,Entire home/apt,Entire Unit,3,2.0,1.0,5.135798437050262
12158,Brooklyn,Private room,Private Room,2,1.0,1.0,3.912023005428146
12160,Manhattan,Private room,Private Room,2,1.0,1.0,4.442651256490317
12163,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.653960350157523
12164,Queens,Private room,Private Room,3,1.0,1.0,4.07753744390572
12165,Manhattan,Private room,Private Room,2,1.0,1.0,4.382026634673881
12166,Manhattan,Private room,Private Room,1,1.0,1.0,5.298317366548036
12168,Queens,Entire home/apt,Entire Unit,2,0.0,1.0,4.6913478822291435
12169,Queens,Private room,Private Room,2,1.0,1.0,4.007333185232471
12171,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,5.3471075307174685
12172,Brooklyn,Entire home/apt,Entire Unit,2,1.0,1.0,4.653960350157523
12174,Queens,Private room,Private Room,2,1.0,1.0,4.0943445622221
12175,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.41610040220442
12176,Queens,Entire home/apt,Entire Unit,4,2.0,1.0,4.941642422609304
12177,Brooklyn,Entire home/apt,Entire Unit,3,1.0,1.0,5.0106352940962555
12178,Manhattan,Entire home/apt,Entire Unit,3,1.0,1.0,4.31748811353631
12181,Bronx,Private room,Private Room,2,1.0,1.0,3.8066624897703196
12182,Queens,Private room,Private Room,2,1.0,2.0,4.07753744390572
12183,Queens,Private room,Private Room,2,1.0,1.0,4.8283137373023015
12184,Manhattan,Entire home/apt,Entire Unit,4,2.0,1.0,5.521460917862246
12185,Queens,Private room,Private Room,1,1.0,1.0,4.0943445622221
12186,Queens,Private room,Private Room,1,1.0,0.0,3.871201010907891
12191,Queens,Private room,Private Room,3,1.0,1.0,4.382026634673881
12193,Queens,Private room,Private Room,5,1.0,1.0,4.248495242049359
12196,Brooklyn,Entire home/apt,Private Room,4,2.0,1.0,5.10594547390058
12198,Brooklyn,Private room,Private Room,1,1.0,1.0,3.912023005428146
12199,Brooklyn,Entire home/apt,Private Room,1,1.0,1.0,4.382026634673881
12200,Manhattan,Private room,Private Room,2,1.0,1.0,5.1647859739235145
12202,Manhattan,Entire home/apt,Entire Unit,2,1.0,1.0,4.787491742782046
12203,Queens,Private room,Private Room,2,1.0,1.0,3.912023005428146
12204,Brooklyn,Private room,Private Room,2,1.0,1.0,4.382026634673881
12205,Queens,Private room,Private Room,1,1.0,1.0,3.8918202981106265
12208,Queens,Entire home/apt,Entire Unit,4,1.0,1.0,4.0943445622221
12212,Brooklyn,Entire home/apt,Entire Unit,1,1.0,1.0,5.0106352940962555
