id,accommodates,bathrooms_text,bedrooms,beds
45842595,2,1 shared bath,1,1
45842656,2,1 bath,1,1
45843537,2,1 shared bath,1,1
45844343,1,2.5 shared baths,1,1
45844585,6,1 bath,3,3
45846335,2,1 bath,,
45847112,3,1 bath,2,2
45849743,2,1 private bath,1,1
45850416,4,1 bath,3,4
45850424,4,1 bath,,1
45850443,1,1 shared bath,1,1
45851431,1,1 shared bath,1,1
45859523,8,1 bath,4,5
45860553,2,1 bath,1,1
45861421,2,1 bath,1,1
45861464,2,1 shared bath,1,1
45864124,3,1.5 baths,1,2
45865401,1,1 shared bath,1,1
45865497,2,1 bath,1,3
45866168,3,1 bath,1,1
45866866,2,1 bath,,1
45868989,1,1 bath,1,1
45873996,1,1 shared bath,1,1
45875030,1,1 shared bath,1,1
45875993,1,1 shared bath,1,1
45876866,1,1 shared bath,1,1
45878126,1,1 bath,,1
45879162,4,1 private bath,,2
45881321,1,1 shared bath,1,1
45882814,4,1 private bath,1,2
45890816,3,1 bath,,2
45891693,1,1 shared bath,1,1
45894845,2,1 shared bath,1,1
45895062,2,1 bath,1,1
45896593,4,2 baths,2,2
45897458,8,3 baths,3,4
45899915,1,1 shared bath,1,
45903786,2,1 bath,1,1
45904127,1,1 private bath,1,
45904666,1,1 shared bath,1,
45906774,5,1 bath,2,4
45907938,2,2 baths,,
45908302,6,1 bath,3,3
45909587,2,1 private bath,1,1
45912662,4,1 bath,1,3
45913437,6,2 baths,3,3
45914075,4,1 bath,2,2
45914463,3,1 bath,,2
45918592,1,2 shared baths,1,1
45919566,3,2 baths,1,
45922753,3,1 bath,1,1
45924235,2,1 bath,1,1
45924305,4,1 bath,1,2
45924823,2,2 baths,1,1
45926638,3,1 bath,1,1
45926800,4,1 bath,2,2
45927831,3,1 bath,,2
45930596,2,1 bath,1,1
45933728,6,1 bath,2,3
45938182,1,1 shared bath,1,1
45938560,1,1 shared bath,1,1
45939028,4,1 bath,1,2
45942213,1,1.5 shared baths,1,1
45943671,3,1 bath,1,2
45944408,2,1 bath,1,2
45951602,2,1 shared bath,1,1
45951781,1,1 shared bath,1,1
45952819,2,1 bath,1,1
45953196,2,2 shared baths,1,1
45953813,2,1 shared bath,1,1
45954683,2,2 shared baths,1,1
45955461,7,3 baths,3,5
45956372,4,1 bath,1,2
45956901,2,1 bath,1,1
45957784,3,1 bath,1,2
45957861,8,2 baths,3,4
45958158,2,1 bath,1,1
45960178,4,1 bath,1,2
45968007,2,1 bath,1,1
45969642,6,2 baths,3,3
45969792,3,1 bath,1,1
45970489,2,2 baths,1,1
45972391,1,1 shared bath,1,1
45972822,1,1 shared bath,1,1
45972845,1,1 shared bath,1,1
45976517,4,1 private bath,2,2
45977309,1,2 shared baths,1,1
45977458,4,1 bath,1,1
45984289,5,1 bath,2,4
45985395,2,1 shared bath,1,1
45987330,4,1 bath,2,3
45987882,2,1 private bath,1,1
45988097,4,1 bath,2,2
45989490,2,1 private bath,,1
45990139,4,1 bath,2,3
45990473,2,1 bath,,1
45992659,6,2 baths,2,2
45994076,2,1 bath,1,1
45994519,1,1 bath,,1
45994531,8,2 baths,4,9
45994826,1,1 bath,1,1
45995828,2,2 shared baths,1,1
46003877,1,1 private bath,1,1
46005473,1,1 shared bath,1,1
46006806,10,1 bath,1,1
46006972,2,2 shared baths,1,1
46007228,2,2 shared baths,1,1
46009728,7,1.5 baths,3,4
46009777,3,1 bath,1,1
46012378,1,1 shared bath,1,1
46012531,16,1 bath,3,4
46013470,2,1 shared bath,1,2
46019862,3,1 bath,1,1
46021228,5,1 bath,1,2
46025535,1,1 shared bath,1,1
46025711,2,1 bath,,1
46027260,4,1 bath,1,2
46027406,1,2 shared baths,1,1
46032925,4,1 bath,2,2
46033360,1,2 shared baths,1,1
46035129,1,1 shared bath,1,1
46035379,5,1 bath,2,4
46035568,1,2 shared baths,1,1
46036626,2,1 bath,,1
46037635,2,1 shared bath,1,1
46038559,1,2 shared baths,1,1
46039534,4,1 private bath,2,2
46039932,5,1 bath,3,4
46046875,2,1 bath,1,1
46047742,5,1 bath,2,4
46048266,4,1 bath,2,2
46050040,1,2 shared baths,1,
46054095,2,1 bath,1,1
46054149,2,1 shared bath,1,
46055092,1,1 bath,,1
46055575,1,1 shared bath,1,1
46055732,1,1 shared bath,1,1
46055892,1,1 shared bath,1,1
46056385,2,1 private bath,1,1
46059074,0,,,
46062116,6,2 baths,3,3
46062257,6,2 baths,2,2
46065297,2,1 bath,1,1
46065989,1,2 shared baths,1,1
46067261,2,1 shared bath,1,1
46068040,2,1 private bath,1,1
46070050,2,1 shared bath,1,1
46070318,1,2 baths,1,1
46070335,1,2 shared baths,1,1
46070643,1,1 shared bath,1,1
46070679,2,1 shared bath,1,2
46072861,10,1.5 baths,3,6
46074012,2,1 bath,1,1
46077274,2,1 bath,1,1
46080480,4,1 bath,1,1
46081348,2,1 shared bath,1,1
46082545,4,1 bath,2,2
46083002,2,1 shared bath,1,1
46087835,3,1 private bath,1,2
46087899,0,,,
46088307,4,1 bath,2,3
46088605,1,0 baths,,1
46089673,1,1 shared bath,2,1
46089699,2,1 bath,1,1
46089752,2,1 bath,1,1
46090949,2,1 bath,1,1
46091331,2,1 bath,,1
46097574,4,1 bath,1,1
46097856,2,1 bath,1,1
46098057,1,1 shared bath,1,1
46098256,1,1 shared bath,1,1
46100513,2,1 private bath,1,1
46102747,4,1 bath,2,2
46102949,4,1 bath,1,1
46104954,3,1.5 baths,1,2
46108000,1,1 shared bath,1,1
46108976,5,1.5 baths,3,5
46109966,2,1 private bath,1,1
46110550,3,1 shared bath,1,2
46113778,4,2 baths,2,2
46113799,2,1 bath,1,1
46113818,2,1 bath,1,1
46113841,2,1 bath,1,1
46115358,4,1 bath,1,
46115871,2,1 bath,1,1
46119792,2,2 shared baths,1,1
46120125,2,2 shared baths,1,1
46120790,1,1 shared bath,1,1
46121940,1,1 private bath,1,
46123392,1,1 private bath,1,
46124981,4,1 bath,2,2
46127578,16,2 baths,3,4
46133039,5,1 bath,2,2
46137867,2,1 bath,1,2
46142886,1,1 shared bath,1,1
46143578,3,1.5 baths,1,1
46146114,1,1 shared bath,1,1
46150727,1,2 shared baths,1,1
46151252,1,1 shared bath,1,1
46151832,1,1 shared bath,1,1
46154060,5,1 shared bath,1,3
46154796,8,1 bath,3,5
46154815,2,1 shared bath,1,1
46155562,3,1 bath,1,1
46156111,1,2 shared baths,1,1
46157142,2,1 shared bath,1,1
46157567,1,1 private bath,1,1
46158013,1,1 shared bath,1,1
46158284,4,1 bath,2,2
46159103,5,1 bath,2,2
46160422,2,1 bath,1,1
46161668,3,1 bath,1,1
46169618,4,1.5 baths,2,2
46169958,2,1 shared bath,1,1
46170959,4,1 bath,2,2
46171697,2,1 shared bath,1,1
46173462,2,1 shared bath,1,1
46176278,4,1 bath,2,2
46177828,5,1 bath,2,4
46179119,2,1 shared bath,1,1
46179990,12,2 baths,3,5
46180394,1,1 shared bath,1,1
46180760,3,1 bath,,2
46183563,3,1 private bath,1,1
46186886,2,1 bath,1,1
46186898,4,2 baths,2,2
46186952,4,2 baths,2,2
46190205,4,1 bath,1,2
46191117,2,1 shared bath,1,
46192014,6,1 bath,3,4
46192202,1,1 shared bath,1,1
46192932,1,1 bath,,1
46193134,1,1 bath,,1
46193211,1,1 bath,,1
46193296,1,1 bath,,1
46193363,1,1 shared bath,1,1
46193401,1,1 bath,,1
46193536,1,1 bath,,1
46193644,1,1 bath,,1
46193714,1,1 bath,,1
46194587,4,2.5 baths,2,3
46194687,2,1 private bath,1,1
46195125,6,1 bath,3,3
46195194,1,1 bath,,1
46195333,1,1 bath,,1
46195400,1,1 bath,,1
46195668,1,1 bath,,1
46195854,1,1 bath,,1
46202434,1,1 shared bath,1,1
46202555,2,1 bath,1,1
46202921,2,1 shared bath,1,1
46206019,2,1 bath,1,1
46210685,2,2 shared baths,1,2
46211541,1,1 shared bath,1,
46211719,2,1 bath,1,1
46211796,4,2 baths,2,2
46211821,2,1 bath,1,1
46212643,7,2 baths,3,7
46212676,3,1 bath,1,2
46213282,6,2.5 baths,2,4
46213647,3,1 bath,1,2
46213811,1,1 bath,1,1
46214998,1,1 shared bath,1,1
46215494,3,1 bath,2,2
46216955,3,1 bath,2,2
46218239,1,1 shared bath,1,2
46221765,1,1 shared bath,1,1
46225814,2,1 shared bath,1,1
46236500,4,1 bath,2,3
46237688,1,2 shared baths,1,1
46238495,1,1 shared bath,1,1
46241504,5,1 bath,2,2
46246632,5,1 bath,3,4
46251446,0,,,
46256756,2,1 bath,,1
46260153,2,1 bath,,1
46260454,2,1 bath,1,1
46262041,2,1 bath,,1
46265763,2,1 bath,1,2
46269173,2,1 shared bath,1,
46270175,2,1 private bath,1,1
46270554,2,1 shared bath,1,1
46274206,2,1 bath,1,1
46274452,2,2 shared baths,1,
46274465,2,1 shared bath,1,1
46275383,4,1 bath,1,2
46277582,1,1 shared bath,1,1
46279588,4,1 bath,1,1
46279631,2,1 bath,1,1
46279818,4,1 bath,2,2
46279853,4,1 bath,2,1
46280898,4,1 bath,,
46281718,3,1 bath,1,2
46290411,1,1 shared bath,1,1
46290693,2,1 bath,1,1
46293296,2,1 shared bath,1,1
46294829,4,1 bath,1,2
46297226,1,1 shared bath,1,1
46301785,2,1 shared bath,1,1
46308328,3,1 shared bath,,2
46308360,1,1 shared bath,1,1
46310277,2,1 bath,1,1
46310724,2,1 shared bath,1,1
46314128,6,2.5 baths,3,5
46316803,1,1 shared bath,1,1
46318416,2,1 shared bath,1,1
46319349,3,1 bath,,1
46326085,5,1 bath,2,3
46326722,2,1 bath,,1
46326889,3,1 bath,1,1
46327016,2,1 bath,,1
46329890,6,3 baths,3,2
46330099,2,1 bath,1,1
46330286,2,1 bath,1,1
46330338,2,1 bath,1,1
46331352,8,1.5 shared baths,1,
46331952,7,1.5 baths,5,1
46332020,1,1 bath,,1
46332413,2,1 bath,1,1
46332477,2,1 bath,1,1
46334141,1,1.5 shared baths,1,1
46335178,3,1 bath,,1
46336133,0,,,
46336910,3,1 bath,,1
46338091,1,1 private bath,1,
46340227,5,1 bath,2,3
46346516,3,1 bath,1,1
46349352,4,2 baths,2,2
46350355,6,2 baths,3,3
46351532,4,1 bath,1,2
46352910,3,1 bath,1,2
46354006,3,1 bath,1,1
46354165,4,1 bath,2,2
46354423,2,1 bath,1,1
46355319,2,1 private bath,1,1
46355720,4,2 baths,2,3
46356028,2,1 bath,1,2
46356156,2,1 private bath,1,1
46356852,1,1 shared bath,1,
46357127,4,1 bath,2,2
46358642,1,1.5 shared baths,1,1
46360387,1,1 shared bath,,1
46360569,2,1 bath,,2
46361294,7,2.5 baths,3,5
46369479,4,1 bath,2,3
46375046,1,1 bath,1,1
46375709,2,1 shared bath,1,1
46376066,2,1 shared bath,1,1
46376233,4,1 private bath,1,2
46376967,4,1 private bath,1,2
46377326,4,1 private bath,1,2
46379831,2,1 private bath,1,1
46379970,2,1 private bath,1,1
46380160,2,1 private bath,1,1
46380639,2,1 bath,1,1
46381019,4,1 private bath,1,2
46381862,4,1 bath,2,2
46382691,3,1 bath,2,2
46391257,3,1 bath,1,1
46391888,16,1 bath,1,
46393855,8,1 bath,3,4
46397667,2,1.5 shared baths,1,1
46398709,6,1 bath,3,4
46400759,1,1 shared bath,1,4
46400961,4,1 bath,1,2
46401349,4,1 bath,2,3
46401917,6,1 bath,3,3
46401930,2,1 shared bath,1,1
46402076,2,1 shared bath,1,1
46407499,1,1 bath,1,1
46408534,2,1 bath,1,1
46411236,2,1 bath,,1
46412581,2,,1,1
46413038,1,1 bath,1,1
46413969,4,1 private bath,1,2
46414136,4,1 private bath,1,2
46414174,4,1 private bath,2,2
46414339,4,1 bath,2,2
46415269,2,1 bath,1,
46415505,2,1.5 baths,1,1
46417232,3,1 bath,2,3
46419119,4,1 bath,1,1
46419316,5,1 private bath,,3
46420303,2,1 bath,1,1
46420614,2,1 private bath,1,1
46420715,2,1 bath,1,1
46420861,2,1 private bath,1,1
46420982,4,1 private bath,1,2
46421986,1,0 shared baths,1,2
46428025,2,1 bath,1,1
46428551,4,1 private bath,1,2
46428638,4,1 private bath,1,2
46428730,2,1 private bath,1,1
46429942,2,1 shared bath,1,1
46430844,4,1 bath,1,1
46432776,4,1 bath,,2
46435388,2,1 bath,2,2
46435483,2,1 shared bath,1,1
46436269,4,1 bath,1,2
46436583,4,1 bath,,3
46438870,1,1 private bath,1,
46441717,4,1 bath,1,1
46444812,1,1 bath,1,1
46450365,1,1 shared bath,1,1
46450521,2,1.5 baths,1,1
46452922,1,1 shared bath,1,1
46458377,1,1 shared bath,1,1
46461933,4,1 bath,2,2
46464010,2,1 shared bath,1,1
46466832,2,1 shared bath,1,1
46468503,2,1 shared bath,1,1
46468955,2,1 shared bath,1,1
46470574,5,1 bath,2,2
46472388,11,2 baths,4,4
46472498,1,1 shared bath,1,1
46475173,4,1 bath,2,2
46480002,4,2 baths,2,2
46480127,2,1 bath,,1
46480144,4,2 baths,2,2
46480260,2,1 bath,1,1
46480702,2,1 bath,,2
46485478,4,2 baths,1,2
46486292,2,1 bath,1,2
46490720,2,1 shared bath,1,
46490730,2,1 bath,1,1
46491701,6,1 bath,2,4
46491970,1,1 shared bath,1,1
46493092,2,1 shared bath,1,2
46495304,4,1 private bath,1,2
46495387,4,1 private bath,1,2
46498576,4,2 baths,2,2
46502639,8,1 bath,3,1
46503124,3,1 bath,1,1
46503317,3,1 bath,1,2
46507407,10,1.5 baths,5,6
46508684,2,1 bath,1,1
46510119,1,1 shared bath,1,1
46510270,7,2 baths,4,5
46511403,16,1 bath,,
46511472,1,1 private bath,1,1
46516444,2,1 shared bath,1,1
46522892,3,1 bath,1,1
46523793,2,1 shared bath,1,1
46526618,2,2 shared baths,4,1
46527677,2,1 bath,,1
46528083,2,1 private bath,1,1
46528305,4,1 private bath,1,2
46528425,4,1 private bath,1,2
46528510,4,1 private bath,1,2
46528624,4,1 private bath,1,2
46528704,4,1 private bath,1,2
46528851,2,1 private bath,1,1
46528945,2,1 private bath,1,1
46529988,4,1 bath,2,2
46533178,4,1 shared bath,1,2
46533813,5,1 bath,2,4
46535498,6,1 private bath,1,2
46539701,2,1 bath,,1
46540572,2,1 bath,1,1
46540733,2,1 bath,1,1
46542631,4,2 baths,2,2
46542654,2,1 bath,1,1
46542862,2,1 private bath,1,1
46542974,2,1 private bath,1,1
46543084,2,1 shared bath,1,1
46544008,3,1 bath,2,1
46544231,6,2.5 baths,3,3
46544275,2,1 private bath,1,1
46544321,2,1 private bath,1,1
46544406,4,1 private bath,1,2
46546926,6,1 private bath,1,2
46546969,2,1 bath,1,1
46547485,4,1 bath,,3
46549492,2,1 bath,1,1
46559649,2,1 private bath,1,1
46559912,4,1 private bath,1,2
46561315,5,2 baths,3,4
46561750,2,1 private bath,1,1
46561833,1,1 shared bath,1,1
46562002,4,1 private bath,1,2
46562291,2,1 private bath,1,1
46562384,4,1 private bath,1,2
46563507,1,2 shared baths,1,1
46563729,1,1 shared bath,1,1
46565079,4,1 bath,2,2
46566048,4,1 bath,2,2
46566088,2,1 private bath,1,1
46566199,2,1 private bath,1,1
46569497,3,1 bath,2,1
46570242,1,1 shared bath,1,
46575820,4,1.5 baths,2,2
46582283,2,1 shared bath,1,1
46583888,4,1 bath,2,4
46585974,2,1 private bath,1,1
46594076,2,0 shared baths,1,1
46595759,2,1 private bath,1,2
46597364,2,1 bath,,1
46597956,5,3 baths,2,2
46599753,5,1 bath,2,3
46601386,2,1 private bath,,1
46602129,5,1 bath,2,3
46602496,2,0 shared baths,1,1
46603440,2,1 shared bath,3,3
46605367,1,1 private bath,,1
46608176,5,2 baths,2,2
46610764,2,1 bath,1,1
46612993,1,2 shared baths,1,1
46616073,2,1 shared bath,1,
46617772,2,1 bath,1,1
46620203,3,1 bath,1,1
46621276,2,1 bath,1,1
46623295,2,1 private bath,1,2
46624461,2,1 private bath,1,1
46624549,2,1 private bath,1,1
46624622,2,1 private bath,1,1
46629272,4,2 baths,2,2
46632221,3,1 bath,1,1
46638180,2,1 bath,1,1
46638688,3,1 bath,,2
46640630,2,1 bath,1,1
46640912,3,1 bath,,2
46641129,4,2 baths,2,2
46641795,2,1 shared bath,1,1
46641962,4,1 bath,2,2
46642069,5,1 bath,2,3
46642839,2,1 private bath,1,1
46643048,2,1 private bath,1,1
46645146,6,1 private bath,1,2
46645488,2,1 bath,1,1
46646140,3,1 bath,1,2
46657645,2,1 private bath,1,1
46657684,2,1 private bath,1,1
46658177,4,1 bath,,2
46658757,2,1 private bath,1,1
46665994,5,1 bath,2,2
46667674,2,1 bath,1,1
46667694,2,1 bath,1,1
46667739,2,1 bath,1,1
46668098,2,1 shared bath,1,1
46669233,2,1 bath,1,2
46671693,1,1 bath,1,1
46671880,4,1 bath,2,2
46672848,2,1 bath,1,1
46673031,1,2 shared baths,1,
46676759,2,1 private bath,1,1
46677269,2,2 shared baths,1,1
46678638,2,1 private bath,1,1
46678697,2,1 private bath,1,1
46679008,3,1 bath,2,2
46679010,2,1 bath,1,1
46679248,2,1 shared bath,1,1
46682763,4,1 bath,1,2
46682819,3,1 bath,,1
46687219,4,1 bath,2,2
46688810,5,1 bath,2,4
46689847,4,1 bath,1,1
46689854,4,1 bath,1,2
46690252,4,1 bath,2,2
46692704,5,1 bath,2,2
46692803,5,1 bath,1,1
46694827,1,1 shared bath,1,1
46695446,2,1.5 shared baths,1,1
46698888,3,1 bath,,2
46699241,3,1 bath,,1
46704403,4,1 bath,2,2
46705156,5,2 baths,2,3
46706759,3,1 bath,1,2
46706771,4,1 private bath,1,2
46707460,3,1 bath,2,2
46707828,6,2 baths,2,2
46708413,2,1 bath,1,1
46709161,2,1 private bath,,1
46712251,1,1 shared bath,1,1
46712287,2,1 shared bath,1,2
46713266,2,2 shared baths,1,1
46714824,5,2.5 baths,3,4
46715472,3,1 bath,2,2
46720587,4,1.5 baths,2,2
46720855,1,1 shared bath,1,
46723973,0,,,
46725288,2,1 bath,1,1
46725493,2,1 bath,,1
46727329,2,1 private bath,2,3
46727423,1,1 shared bath,1,
46727487,2,1 bath,1,2
46727968,2,1 shared bath,,1
46729395,3,1 bath,,1
46729531,2,1 private bath,2,3
46729545,2,1 private bath,2,3
46729678,2,1 private bath,1,3
46729892,2,1 private bath,2,3
46729966,2,1 private bath,2,3
46730982,2,1 bath,,1
46731336,4,1 bath,1,1
46732441,1,1 shared bath,,
46732594,5,1 bath,3,3
46734438,2,1 bath,1,4
46734542,2,1 bath,1,1
46736580,4,1 bath,1,2
46737044,2,1.5 shared baths,1,1
46737074,2,1.5 baths,1,1
46743881,4,1.5 baths,1,2
46749739,2,1 private bath,1,1
46749740,3,1 bath,1,1
46750647,6,3.5 baths,3,2
46751044,8,1 bath,1,5
46754860,3,1 bath,1,2
46757310,2,1.5 baths,1,1
46758057,1,1 shared bath,1,2
46758192,5,2 baths,2,2
46768272,2,1 bath,,1
46769060,1,1 shared bath,1,
46769205,4,2 baths,2,2
46769363,2,1 shared bath,1,1
46770163,2,1 bath,,1
46771659,2,1 bath,1,1
46772182,3,1 shared bath,1,2
46773212,2,1 shared bath,1,1
46775879,2,1 bath,2,2
46778594,2,1 shared bath,1,1
46779286,1,1.5 shared baths,1,1
46779447,1,1 private bath,1,1
46786946,7,1.5 baths,5,7
46787572,1,1 bath,,1
46787942,1,1 bath,,1
46788013,1,1 bath,,1
46788207,1,1 bath,,1
46788208,4,1 bath,2,3
46788335,1,1 bath,,1
46788551,1,1 bath,,1
46788667,1,1 bath,,1
46788718,1,1 bath,,1
46788841,1,1 bath,,1
46788955,1,1 bath,,1
46789948,4,2 baths,1,2
46791082,2,1 bath,1,1
46794371,4,1 bath,1,1
46795036,1,1 shared bath,1,1
46795911,2,1 shared bath,1,1
46797041,2,1 shared bath,1,1
46797479,4,1 bath,1,3
46798137,2,1 bath,1,2
46798669,5,1 bath,2,2
46799074,1,1 shared bath,1,1
46799297,2,1 bath,1,2
46804066,1,1.5 baths,1,2
46812680,2,1 shared bath,1,1
46814731,2,1 bath,1,1
46815136,2,1 private bath,2,3
46815855,8,1 bath,2,5
46815871,4,1 bath,2,2
46816415,4,2 baths,2,2
46820825,4,1 bath,1,1
46821374,1,0 shared baths,,
46825084,5,1 bath,2,2
46827277,5,1 bath,2,3
46829297,2,1 shared bath,1,1
46829853,2,1 private bath,1,1
46829934,2,1 private bath,1,1
46829983,2,1 private bath,1,1
46830353,2,1 bath,1,1
46831214,2,1 bath,,
46832153,2,1 bath,,
46832297,5,1 bath,2,3
46833500,4,1 bath,1,3
46833665,2,1 bath,1,2
46833784,4,1 bath,1,1
46834761,1,1 bath,1,
46850986,2,1 bath,2,2
46851568,2,1.5 shared baths,1,1
46852193,2,1 bath,1,1
46852430,1,1 bath,1,
46854989,4,1 bath,,2
46856467,1,1 shared bath,1,1
46856605,1,1 shared bath,1,
46856665,4,1 bath,1,1
46857735,4,1 bath,1,1
46868917,1,1 shared bath,1,1
46869849,1,2 shared baths,1,1
46872148,2,1 bath,1,1
46872971,4,1.5 baths,2,2
46873173,2,1 bath,1,1
46875662,1,1 shared bath,1,1
46877998,1,1 bath,1,1
46878900,1,1 shared bath,1,1
46879513,4,1 bath,2,2
46881502,4,1 bath,1,3
46887704,4,2 baths,2,2
46887738,2,1 bath,1,1
46891080,1,1 shared bath,1,1
46892658,2,1 bath,2,2
46892859,2,1 bath,1,1
46894179,1,1 private bath,1,1
46895055,2,1 private bath,1,1
46895295,3,1 bath,1,2
46895868,2,1 private bath,1,1
46896267,4,1 bath,1,2
46899085,4,1 private bath,1,1
46899354,1,1.5 shared baths,1,1
46899528,1,1.5 shared baths,1,1
46900879,4,2 baths,2,2
46901954,1,2 shared baths,1,1
46902179,2,1 bath,,
46902714,4,1 bath,1,1
46913873,2,1.5 baths,1,1
46913994,4,1 bath,1,1
46917411,2,1 bath,1,1
46920019,2,1 bath,,
46922095,2,1 shared bath,1,1
46923174,4,1 bath,2,2
46923243,6,1 bath,3,4
46924834,5,1.5 baths,2,2
46926774,5,1 bath,2,4
46927925,2,1 private bath,1,1
46929299,1,1 shared bath,1,1
46932036,2,1 bath,1,1
46939606,2,1 shared bath,1,1
46942439,4,2 baths,2,2
46942559,6,1.5 baths,3,3
46943882,4,1 bath,2,3
46944839,3,1 bath,1,1
46950008,5,1 bath,2,4
46953059,2,1 shared bath,1,1
46959266,1,1 shared bath,1,
46960191,2,1 shared bath,1,1
46960664,2,1 private bath,1,1
46964389,4,1 bath,1,2
46966951,2,1 private bath,1,1
46967616,2,1 shared bath,1,2
46967629,2,1 private bath,1,1
46967723,2,1 private bath,1,1
46971592,2,1 shared bath,1,1
46971867,2,1 bath,1,1
46972585,1,1 shared bath,1,1
46973548,2,2 shared baths,1,1
46975030,2,1 shared bath,1,1
46978495,2,1 bath,1,1
46984809,4,1 bath,1,
46985748,2,1 private bath,1,1
46985797,2,1 private bath,1,1
46985853,2,1 private bath,1,1
46985902,2,1 private bath,1,1
46985961,2,1 private bath,1,1
46987549,3,1 bath,1,1
46989406,2,1 bath,,1
46991303,1,1 private bath,1,1
46992098,2,1 shared bath,1,1
46992342,2,1 bath,1,1
46992348,3,1.5 baths,1,2
46992594,2,0 shared baths,1,3
46992656,2,1 bath,1,1
46993669,3,1 bath,1,2
46996172,2,1 shared bath,1,1
46999617,4,1 bath,2,2
47000799,2,1 bath,1,1
47001322,2,1 bath,1,1
47004283,6,1.5 baths,2,3
47004464,6,1 bath,2,2
47005438,6,3 baths,4,4
47006783,2,1 bath,,1
47006813,2,1 bath,1,1
47009616,2,1 bath,1,1
47010749,5,1 bath,3,4
47012155,2,1 shared bath,1,1
47020052,5,1 bath,1,3
47020805,2,1 shared bath,1,
47022274,6,3 baths,4,4
47025134,1,1 shared bath,1,1
47026093,2,1 shared bath,1,1
47026500,1,2 shared baths,1,1
47027616,6,1.5 baths,2,3
47033862,2,1 shared bath,1,1
47036529,2,1 shared bath,1,1
47037451,4,1 bath,1,2
47042470,2,1 bath,1,1
47042494,2,2 baths,1,1
47042517,2,1 bath,1,1
47042546,2,1 bath,,1
47044684,6,1 bath,3,3
47047419,14,7 baths,8,9
47048969,2,1 bath,1,1
47050312,2,1 bath,1,1
47050614,2,1 bath,1,1
47050975,4,2 baths,2,2
47052038,2,1 bath,1,2
47052392,10,1 bath,4,6
47052701,5,1 bath,2,2
47052722,3,1 bath,1,1
47052753,3,1 bath,1,1
47052791,3,1 bath,1,1
47052801,3,1.5 baths,1,1
47052940,2,1 bath,,1
47052953,3,1 bath,1,1
47054722,1,0 shared baths,1,1
47057746,2,1 bath,,1
47060698,1,1 shared bath,1,1
47068449,2,1 shared bath,1,1
47069111,1,1 shared bath,1,1
47070240,1,2 shared baths,1,1
47070508,4,1 bath,2,4
47073835,2,1 bath,,1
47075658,1,1 shared bath,1,1
47076840,1,1 bath,,
47076985,8,3 baths,6,3
47078080,4,1 private bath,2,2
47078436,2,1 bath,1,1
47078699,4,1 bath,2,2
47080388,1,1 bath,,1
47094403,2,1 bath,,
47096346,1,1 bath,,1
47097490,2,1 bath,1,1
47098575,2,1 bath,,1
47100085,2,1 shared bath,1,1
47100985,2,1 bath,1,1
47101251,4,1 bath,2,2
47101654,1,1 shared bath,1,1
47106347,4,1 bath,2,2
47115606,1,1 shared bath,1,1
47120135,4,1 bath,2,2
47121118,6,2 baths,2,2
47121433,2,1 private bath,1,
47138527,6,2.5 baths,3,3
47141317,2,1 bath,1,1
47142595,2,1 bath,1,1
47143200,1,0 shared baths,1,1
47152307,3,1 bath,1,1
47153673,1,1 shared bath,1,1
47156361,3,1.5 baths,1,1
47156759,3,2 baths,2,2
47159537,6,1 bath,2,3
47162719,2,1 shared bath,1,1
47163530,1,1 shared bath,1,1
47169578,2,1 bath,1,1
47169602,4,2 baths,2,2
47171152,2,1 bath,1,1
47173334,4,1 bath,2,4
47175997,4,1 bath,1,2
47177315,1,1 bath,,1
47179119,4,2 shared baths,2,2
47180207,2,1 bath,,
47181087,3,2 shared baths,1,1
47181377,3,2 shared baths,1,1
47181609,2,2 baths,1,1
47181832,2,2 shared baths,1,1
47182378,2,1 bath,1,1
47183756,2,1 bath,1,1
47185178,2,1 bath,,1
47193593,2,1 bath,1,1
47196201,3,1 bath,1,1
47197021,3,1 bath,,2
47197734,2,1 bath,1,1
47199810,2,1 bath,1,1
47200398,2,1 private bath,1,1
47200502,2,1 private bath,1,1
47200701,2,1 private bath,1,1
47200804,2,1 private bath,1,1
47200931,2,1 private bath,1,1
47200986,2,1 private bath,1,1
47201556,3,1 bath,1,1
47201764,4,1 bath,1,2
47202211,2,1 shared bath,1,
47203801,1,1 shared bath,1,1
47206059,4,1 bath,2,2
47210401,2,1 bath,,1
47210461,4,2 baths,2,2
47210471,2,2 baths,1,1
47214900,2,2 baths,1,1
47219174,2,1 bath,2,2
47219783,3,1 bath,2,4
47223694,1,1 shared bath,1,1
47226137,2,1 bath,1,1
47227168,2,1 shared bath,1,1
47230196,2,1 bath,1,1
47232956,2,1 bath,1,2
47235176,3,1 bath,1,1
47237825,4,1 bath,2,2
47239227,2,1 bath,2,2
47239416,4,1 bath,1,1
47243424,2,1 shared bath,1,1
47250002,4,1 bath,1,1
47250386,1,1 shared bath,1,1
47250831,1,1 shared bath,1,1
47251124,5,1 bath,2,2
47251940,2,1 shared bath,1,1
47257626,5,1.5 baths,3,5
47264963,2,1 bath,1,1
47267003,4,1 bath,1,1
47267020,1,1 private bath,1,1
47269867,2,1 bath,1,1
47271575,1,1 bath,1,1
47272247,4,1 bath,2,2
47276663,2,1 shared bath,1,1
47277456,2,1 bath,1,1
47281460,2,1 shared bath,1,1
47284969,2,1 bath,1,2
47286267,1,1 shared bath,1,1
47287837,2,1 bath,1,1
